UnitCode,UnitName,Faculty,LocationAndTime,CreditPoints,EFTSL,Preqs,Proh,SCABand,Sypnosis
BCH3031,Functional genomics and molecular medicine,Faculty of Sciences,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,"One of the following BCH2011, BCH2022, BMS2062, MOL2011, MOL2022, MCB2011, MCB2022",BTH3752,2,"This unit provides an understanding of DNA as the genetic component of organisms and cells, encompassing the information content, the organisation of DNA sequences, and the expression of this information into RNA and proteins. Topics include global aspects of genome organisation and expression outcomes (genomics and proteomics, respectively). Other themes include the molecular diagnosis and treatment of human genetic disease using emerging technologies such as genome mining and novel gene therapy strategies."
BCH3042,Cell signal transduction: Role in cancer and human disease,Faculty of Sciences,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,"One of BCH2011, BCH2022, MOL2011, MOL2022, MCB2011, MCB2022; or BMS2021 or BMS2042",BTH3741,2,"This unit provides an advanced understanding of the molecular aspects of cell proliferation, cell signalling, differentiation and cell death as they relate to cell biology and medicine, in particular cancer. Themes include basic mechanisms of cell signalling involving cell receptors, gene expression, hormones and endocrine networks, and intracellular signalling cascade. These concepts are applied to cell growth, differentiation and cell death and how the involvement of the immune system is regulated in diseases, including auto-immune diseases, cancer (and its treatment) and the destruction of T-cells after human immunodeficiency virus (HIV) infection."
BCH3052,Protein biology: From sequence to structure and disease,Faculty of Sciences,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,"One of BCH2011, BCH2022, MOL2011, MOL2022, MCB2011, MCB2022 or BMS2021 or BMS2062",,2,"The course will give students an advanced understanding of protein structure-function in the context of human disease. Major themes relate the various levels of protein structure to their wide ranging functions, introduce modern techniques used in the analysis of structure and function, and explore the rapidly developing area of protein-related biotechnologies and drug design. Topics to be covered include examples of aberrations in protein structure that lead to alteration in function in a variety of biological contexts, emphasizing disease.  Additionally the use of bioinformatics in aiding our understanding of protein sequence, structure and function will be highlighted."
BCH3990,Action in biochemistry research project,Faculty of Sciences,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",6,0.125,"Permission from the Unit Coordinator. Students must have completed all first and second level units in their approved major, and be able to demonstrate that they have an appropriate project and supervisor(s). 12 points of study in the discipline area at 2nd year level and a grade point average of at least 70 over 24 points in relevant units at 2nd year level.",,2,"This unit provides the opportunity for high achieving students to work with an academic supervisor and complete a research project in Biochemistry.  The research project may be chosen from a list of projects available at the beginning of semester from the Department of Biochemistry.  The unit convenor and supervisor must approve the project topic at the time of enrolment. Student will work in a research laboratory to obtain data, will complete a written preliminary and final report and will give a series of oral presentations on their work."
BIO1011,Biology I,Faculty of Sciences,"[[['Clayton'], ['First semester 2017 (Day)']], [['Malaysia'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)', 'October intake 2017 (Day)']]]",6,0.125,,"BIO1722, BMS1021",2,"A study of animal and plant biology and diversity from genes to whole organisms. The structure and function of plant and animal cells is examined with an emphasis on energy fixation, storage and usage. Principles of genetics, including advances in molecular biology, and current views of evolutionary processes and ecology are integrated into a structured course that offers considerable feedback on progress and opportunities for self paced learning. The subject matter of BIO1011 is continued and expanded in BIO1022 and BIO1042."
BIO1022,Biology II,Faculty of Sciences,"[[['Clayton'], ['Second semester 2017 (Day)']], [['Malaysia'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",6,0.125,BIO1011,"BIO1711, BMS1021",2,"A study of the biology of whole organisms, organ systems and cells, including molecular genetics, and the effect of environmental parameters on biological functions. The biology of microbes and animals is emphasised. Ecological factors that are biologically important at the level of integrated whole organisms and at cellular, subcellular, and biochemical levels are considered for each organism under study. As for BIO1011 the unit is structured to encourage self paced learning with considerable feed back on individual performance."
BIO1042,Environmental biology,Faculty of Sciences,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,,,2,"A study of the biosphere, environmental conditions and their effects on animals, plants and communities; responses of organisms to environmental conditions; interactions between plants and animals; environmental genetics and microbiology; management of biological resources; and an introduction to ecology and the impact of humans on the environment. As for BIO1011 the unit is structured to encourage self-paced learning with considerable feedback on individual performance."
BIO1711,Vertebrate biology,Faculty of Sciences,[],6,0.125,,BIO1022,2,This unit aims to present normal physiological function of the major organ systems in vertebrates. The emphasis is on the study of discrete cell populations and organs within each system and the integration of these systems to meet the needs of the functioning organism. The relationship between structure and function is an underlying theme of the course. Laboratory and tutorial classes are divided into two streams: the human/ medical stream or the animal/ veterinary stream; students select the stream appropriate to their study program and interests.
BIO1722,Cell biology,Faculty of Sciences,[],6,0.125,,"BIO1011, BIO1626",2,"This unit begins with a study of the molecules making up the cell: carbohydrates, lipids, proteins and nucleic acids. This forms the basis for the consideration of cell structure and function. The principles of cellular organisation, cellular metabolism and genetics are introduced. The laboratory program illustrates fundamental aspects of the theory course."
BIO2011,Ecology and biodiversity,Faculty of Sciences,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125," 24 points of level one units, which includes 6 points from BIO units or one of ATS1301, ATS1309, ATS1310, BMS1011 or BMS1021.For Bachelor of Environmental Engineering and associated double degree students only: ENE1621 Environmental engineering and BIO2040 Conservation biology will be required as either prerequisite or corequisite units.",,2,"This unit is an introduction to ecology; the scientific study of the interactions between organisms and their environment. Ecology and biodiversity forms the foundation for understanding conservation and the management of genetics, species and ecosystem diversity. The approach taken is to address core ecological theory, but with an emphasis on contemporary management issues and applications. Topics include the scope and approaches of ecological enquiry; abiotic and biotic factors determining distributions; population growth and regulation; species interactions; patterns and maintenance of biodiversity; food web analysis; disturbance and succession; and production ecology and nutrient cycling. Particular emphasis is placed on integrating ecological processes across spatial and temporal scales. Practical work will be completed via a field excursion together with in-laboratory practical sessions."
BIO2022,Evolutionary ecology,Faculty of Sciences,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,BIO1011 and either BIO1022 or BIO1042; or BMS1011 and BMS1021,,2,"This unit introduces students to the patterns and processes of evolution by natural selection. It investigates what species are, how to recognise them, how they are described and classified, and the range of circumstances and mechanisms under which they form in nature. Armed with this background, we investigate the evolution of the key biological phenomena of relevance to ecology, notably life-history evolution. The unit goes on to explore the genetic basis of evolution by natural selection and adaptation of organisms to their environments. This entails an appreciation of the control and inheritance of traits that have major influences in the lives of organisms, and fundamental evolutionary principles and approaches (Hardy-Weinberg equilibrium, fitness, adaptive genetic variation, heritability of complex traits and their response to natural selection). Students will understand how different kinds of genetic variation are (and are not) associated with fitness of individual organisms and viability of populations. We then explore approaches to investigating population biology of organisms (such as estimating dispersal and gene flow in real landscapes) in a coherent progression encompassing small and large ecological scales. These concepts are illustrated by exploration of exciting examples encompassing pure and applied science, including urban ecology, invasion and conservation biology, global change ecology, with associated practical work. We examine fitness in natural populations and the special issues of small populations, particularly inbreeding depression, loss of genetic variation, limits to adaptation to new environmental pressures, and the relationship between genetic variation and extinction risk of populations and species. We investigate how genetic variation in organisms is associated with ecosystem function, ecological community structure and protection against environmental change. The unit ends with an assessment of how evolutionary principles can be applied to try and assist biota to adapt sufficiently rapidly to survive rapidly changing environments with multiple stressors."
BIO2040,Conservation biology,Faculty of Sciences,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,24 points of level one units; except for students enrolled in the Bachelor of Environmental Engineering who are exempt from this rule,"ENV2726, BIO2042",2,"This unit deals with threats to the environment associated with human activities and potential solutions to redress their impacts. Recent losses of biota have been caused by habitat loss and degradation, climate change and pollution, the introduction of exotic species and overexploitation of natural resources. Science-based conservation measures are explored that may reduce loss of biodiversity/ecosystem function, including habitat preservation and restoration, combating climate change, and intensive conservation of species.  We analyse how conservation efforts may involve trade-offs with biological, economic, social and political factors."
BIO2060,Analytical methods in biology,Faculty of Sciences,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,BIO1011 and either BIO1022 or BIO1042; or BMS1011 and BMS1021,,2,"Biological data is inherently variable. It is essential therefore that modern biologists be able to assemble and analyse these data to make important scientific advances. This unit will provide students with the tools and frameworks in order to test hypotheses, design rigorous sampling programs, and robust experiments in biology.  The ability to critique the methods used by biological studies, make inferences from biological data and optimize experimental approaches will benefit students taking a wide range of research and project based units, as well as interpreting and evaluating studies from the scientific literature."
BIO2181,Evolution of plant diversity,Faculty of Sciences,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,BIO1011 and either BIO1022 or BIO1042; or BMS1011 and BMS1021; or permission,,2,"This unit examines the diversity of plant life, how plants evolved and how they live and grow. Topics cover evolutionary theory, the interpretation and use of phylogenetic trees in biodiversity research, plant form and function, and plant physiology. The unit provides an overview of the characteristics of algae, bryophytes, ferns, gymnosperms and angiosperms. As we move through this diverse range of plants we discuss their evolutionary relationships and the adaptive significance of their key features, including the evolution of physiological and anatomical adaptations to different biomes."
BIO2231,Animal diversity,Faculty of Sciences,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,BIO1011 and either BIO1022 or BIO1042; or BMS1011 and BMS1021; or permission,,2,"Examines the diversity of animals and organises them in a systematic way using their evolutionary history. We examine a range of representatives from different animal phyla, starting with the structurally simple and progressing to mammals, in the context of emerging and changing patterns in their body plans. These are related to changes in the ecology and diversification within the phyla. Concepts and theories developed during the theory part of the course are developed further in the practical classes. During these interactive sessions use of live material is made for observation and the characters used to group animals into higher taxonomic groups are demonstrated and discussed."
BIO2242,Animal structure and function,Faculty of Sciences,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,BIO2231 or permission,,2,"We examine how the form and function of animals enables them to meet their need to survive and reproduce. To do this, animals acquire, process and use energy to cope with challenges in the internal and external environments through a wide variety of physiological, morphological, reproductive and behavioural adaptations. In order to understand unifying principles, we examine the amazing variety of different solutions to common problems that animals encounter. Concepts and theories in lectures are expanded and developed in interactive practical classes where animal, digital sensor and model examples are used."
BIO2800,Tropical field biology,Faculty of Sciences,[],6,0.125,BIO1022 and ENV1800,,2,"This unit provides students with an introduction to Field Biology in a tropical environmental setting. The challenges associated with designing and implementing field-based experiments, surveys and observations are discussed, along with methods and practices to minimise risks and waste of resources. The critical roles played by geographical information systems, data management and analysis, and the ability to measure, record, identify and describe animals, plants and ecosystems are also examined and treated in detail. All components of the course are linked to field-based study activities in Malaysian ecosystems."
BIO2810,Tropical ecology,Faculty of Sciences,"[[['Malaysia'], ['First semester 2017 (Day)']]]",6,0.125,"One of ENV1800, MON1800 or SCI1800",BIO2011,2,"This unit introduces students to ecological processes in terrestrial and aquatic tropical ecosystems. Students will gain an understanding of how populations of animals and plants survive and interact in tropical environments. The unit covers fundamental ecological theories and concepts such as biodiversity, population growth, predation, competition, succession, mutualism, nutrient cycling and disturbance. Consideration will be given to how many of these processes operate differently between tropical and temperate climates. Students will learn how ecological theory can be applied in the management and conservation of tropical environments. The practical component comprises group field projects in tropical rainforests such as a mangrove forest and a dipterocarp forest."
BIO3011,Research methods in biology,Faculty of Sciences,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,"12 points from level two BIO, BTH, ENV or GEN units and either SCI1020 or STA1010 or STA2010 or permission. Recommended unit: BIO2011",,2,"The philosophy of science. Writing and assessing scientific papers and reports. The analysis and interpretation of biological data, especially the design and analysis of experiments. This unit is a pre-requisite unit for Honours in Biology (BIO4100 and BIO4200)."
BIO3021,Marine biology,Faculty of Sciences,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,12 points from level two BIO units including either BIO2181 or BIO2231,,2,"This unit investigates the organisms and the processes that drive marine ecosystems. We deal with the trophic structure of marine ecosystems, including primary and secondary production, microbial loops, food webs and their importance for marine fisheries. The implications of the characteristic life cycles of marine organisms to their geographical distribution are also considered. These topics are placed in the context of specific marine ecosystems including coastal habitats, coral reefs, open oceans, the deep sea and polar ecosystems. The practical component comprises a field trip (fee payable) either to Heron Island in December or the Queenscliff Marine Station in February where students work in small groups on specific aspects of marine biology."
BIO3052,Animal behaviour,Faculty of Sciences,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,BIO2231 and either BIO2242 or BIO2022; or ENV2712 and BIO2752,,2,"This unit deals with several key areas of animal behaviour. We investigate animal communication systems, with particular emphasis on how signals are produced, transmitted and received, their information content and how they are sometimes used in social manipulation. We then go on to explore the way in which behaviour develops during the animal's early life and the various influences that shape this development before moving on to examine the genetic regulation of behaviour, how behaviour evolves and how we can use comparative methods to study this process. The rest of the unit is then devoted to behavioural ecology which deals with the role of behaviour in the animal's interactions with its environment and the ways in which the environment shapes adaptive behaviour on an evolutionary time scale. Topics covered in this area include foraging and anti-predator behaviour, social organisation, mating systems and parental care."
BIO3070,Trends in ecology,Faculty of Sciences,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,"BIO2011 and BIO2022, or by permission from the unit coordinator",,2,"This unit will investigate what's hot in the science of ecology and how we got there by following the history of ecological ideas and the people behind them through to the big questions that remain unanswered in ecology today. The ecological dimensions of space and time will be a common theme running through the unit as we explore the ecology of fitness, interaction networks and the four 'M's - metacommunity ecology, metasystems, metabolic ecology and macroecology. Underpinning all of this will be the recognition of the interplay between ecology and evolution that is blurring the distinction between the two disciplines. Each topic and its core concepts will be covered in lectures and the relevance of these topics to the changing world and to conservation will be discussed. Material presented in lectures will be supported by practical and tutorial sessions. Together we will read and interpret 'hot off the press' ecology research papers, debate controversial topics in the field, delve into live data and design experiments to answer unsolved problems."
BIO3082,Global change biology,Faculty of Sciences,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,12 points from level two BIO or GEN units or by permission,,2,"This unit investigates how plants and animals respond to their environment. The unit covers a range of biomes including oceans, freshwaters and terrestrial ecosystems and considers the major environmental stresses caused by global change in these systems and how the biota acclimate and adapt to such stresses."
BIO3091,Biology of Australian vegetation,Faculty of Sciences,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,"BIO2011 or BIO2181, and another six point level two BIO unit, or by permission.",,2,"This unit focuses on the factors influencing the distribution, composition and structure of plant communities from around the world, and the characteristics of the component plant species that enable them to survive in diverse environments. Methods of quantifying community parameters and physiological responses are covered in the practical course. Case studies will focus on Australian species. There is a four-day field excursion during the Easter break (fee payable)."
BIO3111,Ecological applications,Faculty of Sciences,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,"BIO2040 or BIO2042, and BIO2011, or permission",,2,"Ecological knowledge needs to be incorporated in many areas of application, including natural resource management, invasive species responses, and biodiversity and conservation. The unit will focus on teaching core skills in applied ecology that should inform any management process. There is less emphasis on policy and legislative issues, except where they directly affect management decisions. The unit will focus on a range of issues that are of current importance in both academic research areas and also in important new policy developments in Victoria and in Australia generally. The practical component will consist of three projects that directly relate to the three lecture units within the unit."
BIO3132,Biology of Australian vertebrates,Faculty of Sciences,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,"BIO2242 and an additional 6 points from level two BIO units, or ENV2712 and BIO2752.",,2,"The diversity and biology of Australian vertebrates will be investigated in relation to biogeographical history and ecology of the region. The course examines the biology of Australian vertebrates as examples of the physiological, behavioural and nutritional adaptations that animals around the world develop in response to environmental challenges. Specific topics will include; life history strategies of birds and mammals with particular emphasis on marsupials, clutch size in birds and the relationship to latitude, cooperative breeding in birds, physiological adaptations to temperate and arid conditions, and feeding adaptations in relation to the evolution of dietary resources."
BIO3800,Tropical environmental management,Faculty of Sciences,"[[['Malaysia'], ['First semester 2017 (Day)']]]",6,0.125,"BIO2011, BIO2810 or BIO2800","ENV3737, ENV3011, ATS3546",2,"This unit introduces students to Environmental Management issues in Southeast Asia, with a necessary emphasis on the philosophies, procedures, processes and examples from Malaysia. Students will gain an understanding of the need for effective Environmental Management, and how local ethics and legislation drive this process. The unit covers fundamental environmental management concepts such as environmental impact assessment, auditing, and monitoring, as well as environmental standards, and valuation methodologies. This theoretical content will then be elaborated and enhanced by introducing students to key environmental issues in tropical Southeast Asia, which will be supported by examples and detailed case studies. Students will engage in interactive tutorial activities that are designed to expand on the content delivered in the lectures. The practical component of the unit comprises a group project, based on a field trip to a local site that is relevant to the key environmental issues introduced in the unit."
BIO3810,Tropical aquatic biology,Faculty of Sciences,"[[['Malaysia'], ['First semester 2017 (Day)']]]",6,0.125,"One of BIO2011, BIO2810 (recommended) or STA2216, plus 6 points  of ENV or level two BIO",,2,"This unit examines the biology of tropical aquatic ecosystems. It focuses on South East Asia, (the Malaysian region in particular) but will also encompass aquatic environments in other parts of the tropics. The ecology and diversity of communities in coral reefs, oceans, sandy and rocky shores, estuaries, lakes, rivers and swamps is examined. The students will gain an understanding of the physical and chemical factors that affect these environments. Conservation and management issues such as the impacts of tourism, pollution, fisheries, wetland drainage and river regulation are studied."
