UnitCode,UnitName,Faculty,LocationAndTime,CreditPoints,EFTSL,Preqs,Proh,SCABand,Sypnosis
BEH1042,"Law, ethics and professionalism","Faculty of Medicine, Nursing and Health Sciences",[],6,0.125,,,2," Law, Ethics and Professionalism will provide Bachelor of Emergency Health students with a sound basis for their legal and ethical practice within a chosen profession. The unit is divided into three distinct themes which blend together to assist in their understanding of legal principles, the application of legal standards, assessment and application of ethical practices while analysing the overarching concepts of professionalism in a challenging and continually developing area of health practice.The unit will offer a broad range of teaching and learning strategies to accommodate the variety of participants in a non-clinical setting with an emphasis in supporting students in these activities. A combination of a prescribed text written specifically for the discipline and referral articles that encompass a wider field of practice will be used in conjunction with lectures, tutorials, online discussion and research tasks. A particularly important area of activity within the unit will be applying the principles in contextualised scenarios that relate directly to paramedic practice to ensure students consider and reflect upon areas of their professional practice, beyond the purely clinical environment."
BEH2012,Paramedic management of respiratory conditions,"Faculty of Medicine, Nursing and Health Sciences",[],6,0.125,BEH2131.,,2," This unit continues to develop the role of the paramedic as a clinician by extending clinical examination and decision making skills that were introduced in previous clinical units.The unit covers commonly encountered chronic, acute, and life threatening respiratory-related clinical problems across the lifespan. The unit will be case based, and will include clinical skills laboratories and simulation to develop essential clinical skills, clinical problem solving and decision making competencies. The scope of the unit includes the development of skills needed to provide general health care as well as care at an advanced life support level."
BEH2032,Paramedic clinical practice 1,"Faculty of Medicine, Nursing and Health Sciences",[],6,0.125,BEH2012 & BEH2022,,2,This unit continues to develop the role of the paramedic as a clinician. It will build on a model of paramedic clinical competence developed in prerequisite units and will provide the context to support the implementation of knowledge and skills necessary for effective patient care. Students will have the opportunity to practice and develop their clinical skills in the management of patients with acute health conditions through clinical placements with ambulance service providers and other health agencies. The unit will also place an emphasis on the insightfulness that is required to deliver quality patient care through a range of reflective tasks that challenge the student to consider their practice from a variety of alternative perspectives.
BEH2141,The paramedic in the community,"Faculty of Medicine, Nursing and Health Sciences",[],6,0.125,,,2,"This unit aims to develop paramedic awareness and understanding of the cross-cultural and demographically diverse community groups they will encounter as primary health care providers, and extend their capacity to communicate, build rapport and meaningfully engage with these groups. Students will gain valuable community engagement and participation experience through structured volunteer placements within strategically selected private, public and indigenous health related settings. Students will actively participate within these facilities in all aspects of the care programs being delivered allowing them to develop communication, listening and teamwork and skills whilst acquiring an insight into community health issues. In addition students will explore the valuable role they play as health care professionals in educating the community about the paramedics' role, and contributing to patient understanding of medical emergencies and the range of health care services and options available to them. Finally, through their community participation students will be expected to identify real or perceived gaps within the community health sector and devise strategies to narrow those gaps and achieve better health outcomes."
BEH2201,Paramedic management of mental health,"Faculty of Medicine, Nursing and Health Sciences",[],6,0.125,,,2,"This unit continues to develop the role of the paramedic as a clinician who is able to assess and care for patients with mental health problems in the community. The unit addresses the epidemiology and history of mental health in Australia, and the features of care systems with particular emphasis on community based care. Acute and chronic medical mental health problems commonly encountered by paramedics are investigated. The special needs of Indigenous persons and those from non-English speaking backgrounds are investigated. The unit is case-based, integrating material from the five themes and the underpinning biomedical, social and clinical sciences, and including clinical skills, laboratory and simulation scenarios to develop essential communication, assessment and management clinical skills, and clinical problem solving and decision making competencies."
BEH3011,Paramedic management of medical conditions,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,BEH2012 and BEH2022.,,2,"This unit continues to develop the role of the paramedic as a clinician by extending clinical examination and decision making skills that were introduced in previous clinical units. The unit explores commonly encountered acute and chronic health emergencies, with a focus on pain management. Using a combination of case-based learning, clinical laboratory work and simulation, this unit will develop the essential clinical skills, clinical problem solving and decision-making competencies in managing common health emergencies."
BEH3012,"Clinical education, leadership and emergency preparedness","Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,BEH3011,,2,"This unit develops the role of the paramedic as a clinical leader in the community with the focus on major incidents and disasters. The unit explores disaster planning, response and recovery, and the roles and responsibilities of the paramedic when managing multiple patients or a complex setting, during a major health emergency or during a humanitarian disaster."
BEH3022,Research and contemporary challenges in community based emergency health,"Faculty of Medicine, Nursing and Health Sciences",[],6,0.125,Must have passed BEH1032.,,2,"The unit examines the principles of quality improvement, error and risk reduction, and clinical audit specifically relevant to CBEH. Contemporary challenges in community-based emergency health needs are discussed in the context of the Australian healthcare system. The impact of politics, funding, and changing demography on future population health needs are explored. Students will investigate alternative methods of delivering community-based emergency health and discuss the future role of paramedics in meeting the health needs of an aging population. The students will also apply research methods to the development of a research proposal that investigates a contemporary community based emergency health challenge."
BEH3030,Integrated clinical practice,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['Full year 2017 (Day)']]]",12,0.250,Students in the single degree must have successful completed all clinical units within the second year of the degree. If completing the double degree then all clinical units leading to the final year of that degree.,,2," This unit provides the student with the opportunity to integrate knowledge acquired in their study in the primary emergency health care environment. The various tasks allow for the development of advanced skills with a focus on the study of health care within the emergency and community-based primary health care environments to assist in the transition to the workplace.The unit will review of the graduate attributes needed to be an effective practitioner within the area of primary health care. The unit will focus on the knowledge, skills and values needed to practice as a paramedic. Each student is encouraged to identify their personal strengths, develop effective teamwork, situational awareness and personal skills through a process of reflection and continual improvement. Students will then apply this learning through simulations and actual workplace placements to enhance their role-readiness."
BEH3032,Paramedic management of critical care specialty situations,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,BEH3011.,,2,"This is the final clinical unit for the paramedic undergraduate and brings together all the previous clinical units. It consolidates all previous learning and expands student knowledge to include more advanced concepts. The lectures and practical components of the unit are designed to challenge the student with more complexity. Advanced cardiology, paediatrics and other specialty situations such as hyperbaric emergencies are included. This unit will also prepare for the transition of the undergraduate to graduate practice."
BEH3071,Extended care paramedic practice,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,"BEH3011, BEH2032",,2,"The unit establishes an extended scope of practice in the pre-hospital environment where the paramedic explores a range of diseases and conditions and deals with their consequences in out-of-hospital situations. The content of the unit and the practical application of skills will prepare the paramedic for a potential extended care role within a variety of settings in communities and workplaces, locally and internationally."
BEH3121,Paramedic management of toxicological and environmental conditions,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,"BEH2012, BEH2022 and BEH2152.",,2,"This unit continues to develop the role of the paramedic as a clinician by extending clinical examination and decision making skills that were introduced in previous clinical units. The unit covers commonly encountered toxicological and environmental emergencies across the lifespan. The unit will be case based, and will include clinical skills laboratories and simulation to develop essential clinical skills, clinical problem solving and decision making competencies. The scope of the unit includes the development of skills needed to provide effective out-of-hospital care for patients experiencing health emergencies related to toxicological or environmental exposure."
BEH3161,Paramedic management of maternal and neonatal health,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,BEH2022,,2,"This unit continues to develop the role of the paramedic as a clinician by developing knowledge and skills needed to care for birthing women and neonates in the community. The unit will be case based, and will include clinical skills laboratories and simulation to develop essential clinical skills, clinical problem solving and decision making competencies."
BEH4100,Honours literature review,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['First semester 2017 (Day)', 'First semester 2017 (', 'Off-campus', ')', 'Second semester 2017 (Day)', 'Second semester 2017 (', 'Off-campus', ')', 'Full year 2017 (Day)', 'Full year 2017 (', 'Off-campus', ')']]]",12,0.250,,,2,"Students will undertake a guided advanced studies program on the development of research in CBEH and in an aspect of CBEH of interest to the student. The unit aims to develop analytical abilities, communication skills, and advanced knowledge in a specific area of CBEH. Students will undertake a self-assessment to identify a topic of interest in CBEH that they will study at an advanced level. A negotiated learning contact will describe the advanced study which may include attendance at lectures, tutorials or courses in areas relevant to the discipline; preparation of an essay; critical evaluation of a published paper, case study or research data."
BEH4200,Honours research proposal,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['First semester 2017 (Day)', 'First semester 2017 (', 'Off-campus', ')', 'Second semester 2017 (Day)', 'Second semester 2017 (', 'Off-campus', ')', 'Full year 2017 (Day)', 'Full year 2017 (', 'Off-campus', ')']]]",12,0.250,,,2,"Together with BEH4300 Community Emergency Health Research Project, this unit aims to increase student understanding of theoretical and methodological aspects of research in community-based emergency health and to develop their analytic, research and communication skills. Students will undertake guided studies in research methodology and complete a supervised research project with the aim of developing both discipline specific and generic research skills."
BEH4300,Honours research report,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['First semester 2017 (Day)', 'First semester 2017 (', 'Off-campus', ')', 'Second semester 2017 (Day)', 'Second semester 2017 (', 'Off-campus', ')', 'Full year 2017 (Day)', 'Full year 2017 (', 'Off-campus', ')']]]",24,0.500,"BEH4100, BEH4200.",,2,"This unit aims to increase student understanding of theoretical and methodological aspects of research in community-based emergency health and to develop their analytic, research and communication skills. Students will undertake guided studies in research methodology and complete a supervised research project with the aim of developing both discipline specific and generic research skills"
BMA1011,Foundations of anatomy and physiology for health practice 1,"Faculty of Medicine, Nursing and Health Sciences","[[['Caulfield'], ['First semester 2017 (Day)']]]",6,0.125,,BMA1901,2,"This unit is the first of two units designed to educate health science students about the anatomical structures and physiological functions of the systems of the human body that underpin the regulatory mechanisms for homeostatic control. Students will be introduced to the principles of cell biology, tissue types and their origins together with their importance in maintaining the homeostasis of the various body systems. The key anatomical features of the integumentary and musculoskeletal systems will be examined as well as their role in the control of homeostasis. The central and peripheral nervous system will be addressed in the context of its physiological characteristics and with special attention to the anatomical features of the spinal cord and brain. Students will be introduced to the various functions of the brain in the context of homeostasis and control, together with the special senses. Throughout the unit, clinical connections will be made with the systems addressed so that students will understand the relevance of the topics included in the unit to the health and human science disciplines."
BMA1012,Foundations of anatomy and physiology for health practice 2,"Faculty of Medicine, Nursing and Health Sciences","[[['Caulfield'], ['Second semester 2017 (Day)']]]",6,0.125,BMA1011.,"BMA1902, BMA1912",2,"This unit is the second of the two units designed to familiarise health science students with the anatomical structures and physiological functions of the systems of the human body that underpin the regulatory mechanisms for homeostatic control. Students will be introduced to the structure and function of the cardiovascular, circulatory and respiratory systems together with their vital role in maintaining homeostasis. The key features of the lymphatic system and the properties of blood will be discussed. The unit will continue with a look at the importance of the endocrine system and its role in integrating various functions to control homeostasis. Students will be introduced to the key anatomical and physiological features of the urinary and digestive systems and the importance of maintaining pH and fluid balance within the body. Finally, students will be introduced to the reproductive systems, pregnancy and development. Throughout the unit, clinical connections will be made with the systems addressed so that students will understand the relevance of the topics included in the unit to the health and human science disciplines."
BMA1901,Human structure and function 1,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,,"BMA1011, BMA1012, BMS2011, BMS2021, BMS2031, NUR1112, PHY2011, PHY2021, PHY2032, PHY2042.",2," This unit is the first in a sequence of two biomedical science units that provides foundation knowledge of human anatomy and physiology relevant for allied health professions.This unit develops skills in the critical evaluation of evidence and promotes an awareness of the changing nature of medical knowledge.The major themes of study are the structural levels of body organisation, communication via the nervous and endocrine systems, the reproductive system and early stages of human development. Topics include the chemical and cellular basis of human life; integration of body functions and homeostasis; the structure and function of the integumentary system; the nervous system; the endocrine system; and the reproductive system."
BMA1902,Human structure and function 2,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,BMA1901.,"BMA1012, BMA1912, BMS2011, BMS2031, PHY2011, NUR1114 PHY2021, PHY2032, PHY2042",2," This unit is the second in a sequence of two health science units that provides foundation knowledge of human anatomy and physiology relevant for allied health professions and further develops skills in the critical evaluation of evidence.The major themes of study in this unit are: body support and movement, cardiovascular anatomy and physiology, the respiratory system, the urinary system and the control of body fluids; the digestive system and the processing of nutrients in the body; the lymphoid/immune system; microbes and infection; and an introduction to pharmacological principles."
BMA1912,Human bioscience in nursing,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,BMA1901.,"BMA1012, BMA1902, BMS2011, BMS2031, NUR1114, PHY2011, PHY2021, PHY2032, PHY2042.",2," This unit is the second in a sequence of two health science units that provides foundation knowledge of human anatomy and physiology relevant for allied health.The unit develops further the critical evaluation of evidence and an awareness of the changing nature of knowledge in the health sciences.The major themes in this unit of study are: body support and movement, cardiovascular anatomy and physiology, the respiratory system, the urinary system and the control of body fluids; the digestive system and the processing of nutrients in the body; the lymphoid/immune system; microbes and infection; and an introduction to pharmacological principles."
BMA2901,Processes of disease,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,"HSC1101 and HSC1102, or BMA1901 and one of BMA1902 or BMA1912.","BMS2011, BMS2031, PHY2021 or PHY2032.",2,"Processes of disease will be presented in the form of case studies, in which an analysis of the disease process will lead to an understanding of the presentation, and opportunities for management, of that disease. The major areas of study are: Disease at the cellular level, Cardiovascular disease, Respiratory disease, Cerebrovascular disease, Neoplastic disease, Renal disease, Disorders of the digestive tract, Liver disease, Endocrine disease, Genetic disease, and Bone and joint disorders."
BMA2902,Communicable diseases,"Faculty of Medicine, Nursing and Health Sciences","[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,"HSC1101 and HSC1102, or BMA1901 and one of BMA1902 or BMA1912.","BMS2052, MIC2022.",2,"The unit involves a study of common communicable diseases with a focus on the prevention and management of infections encountered in a diversity of health care settings. Laboratory-based case studies are used to study hospital-acquired and community-acquired infections including wound infections, common infections in the oncology, transplant and maternity wards, vaccine-preventable infections in children, outbreaks of community-acquired infections, communicable infections in indigenous populations and in developing countries. Various public health control measures including disease surveillance, immunisation, antimicrobial therapies, and infection control practices are discussed."
BMA5011,Introduction to Anatomy and Physiology,"Faculty of Medicine, Nursing and Health Sciences","[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,,"BMA1011, BMA1901, BMA1012, BMA1902, BMA1912",2," This unit will introduce students to the basic anatomy and physiology underlying human health and disease.This unit will explore homeostasis and how the systems (integumentary, neuromuscular, endocrine, cardiovascular, respiratory, lymphatic, digestive, urinary and reproductive) work together to maintain the body within narrow limits.Students will engage in pre-class, in-class and post-class activities aimed to consolidate, explore and apply their understanding of the body systems studiedStudents will be assessed by completing both individual and collaborative projects which identify ways that engineering can be used to solve problems within human health and disease."
BME3032,Introduction to the health system,"Faculty of Medicine, Nursing and Health Sciences","[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,BMS1042.,,2,"This unit examines the ways in whichthe organisation and delivery of health services is structured. The broader context in which disease and illness occur is also discussed. The unit considers the Australian health care system in detail and the global context of health systems and health inequalities. It explores two areas: health policy and service delivery systems; and illness and health in the context of social, cultural and behavioural systems. Areas covered include: health systems, health policy, health funding, quality in health systems, models of health, population health, and health and human rights."
BME3082,Fetal and neonatal development,"Faculty of Medicine, Nursing and Health Sciences","[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,"Any two of BMS2011, BMS2031, DEV2011, DEV2022, PHY2011, PHY2021, PHY2032, PHY2042 or with permission.",PHY3082.,2,"This unit provides an overview of physiological processes involved in fetal and neonatal development, and the role of the placenta in pregnancy and parturition. The unit will consider the structure, development and maturation of the major organ systems in the fetus, and the means by which the fetus is able to adapt to alterations in its environment. The unit reviews the physiology of parturition (birth), the physiological changes in the fetus and newborn during the transition at birth, and the consequences of prematurity and postmaturity. The major physiological changes occurring in the mother during pregnancy are also dealt with."
BMS1011,Biomedical chemistry,"Faculty of Medicine, Nursing and Health Sciences","[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,,,3,This unit introduces the student to the chemistry of organic molecules and the biochemistry of cells. We examine the role of functional groups in biological molecules of biomedical importance and common reactions in metabolism. We reinforce concepts of ionisation and pH. We discuss the chemistry of proteins and their physical properties in solution leading up to an examination of enzyme catalysis and kinetics. This lays the foundation for an examination of the biological oxidation of fats and carbohydrates that provides the cell with energy. We examine the way energy is stored in times of plenty and relate our understanding to normal and disease states that occur.
BMS1021,"Cells, tissues and organisms","Faculty of Medicine, Nursing and Health Sciences","[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,,"BIO1011, BIO1022.",3, This unit introduces the student to the fundamental units of life (the cells) and explores how cells come together to form primary tissues which subsequently combine to form the organ systems and ultimately the living organism.Cellular structure and metabolism is studied including the chemical constituents of living cells and the biological reactions that take place in them. Basic developmental biology concepts associated with the patterning of the body plan and embryological origins of cells and tissues are introduced.The unit also introduces students to the microbial world and explores the structure and function of the immune system and how the body develops an immune response.
BMS1031,Medical biophysics,"Faculty of Medicine, Nursing and Health Sciences","[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,,"PHS1031, PHS1080.",3,"The behaviour of human and biomedical systems are understood in terms of underlying physical principles. Forces involved in human movement and body systems including muscles and joints. Energy and heat flow and metabolism, pressure, osmosis, diffusion and respiration, fluid flow in the cardiovascular system. Electrical charges, current, potential and capacitance in simple circuits, EEG, ECG, cells and nerve conduction. Sound and ultrasound, human hearing, refraction and lenses, the human eye, optical and electron microscopes. X-rays and radiation, biological effects and damage, radiation therapy and medical imaging."
BMS1042,Public health and preventive medicine,"Faculty of Medicine, Nursing and Health Sciences","[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,,,2,"Applications of epidemiological and statistical concepts and methods to typical problems in population health and in the biomedical literature. This will include consideration of fundamental ethical issues pertaining to the conduct of biomedical research and population health interventions. Much emphasis is placed on a population view of health and disease, social determinants of health, epidemiological principles, research study design and statistical analyses of data."
BMS1052,Human neurobiology,"Faculty of Medicine, Nursing and Health Sciences","[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,,PHY2011.,3,This unit consists of an introduction to human nervous system which ranges in scope from the operations of individual nerve cells at the molecular level to the generation of complex cognitive behaviours. The unit will provide students with an essential overview of the human nervous system and it will also serve as a foundation for more specialised studies in neurobiology or cognitive science.
BMS1062,Molecular biology,"Faculty of Medicine, Nursing and Health Sciences","[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,,"MCB2011, MOL2011.",3,"Gene structure and function, including the genetic code and its interpretation, the assembly of genes and chromosomal organisation, and the basics of the genetic flow of information from DNA to RNA to protein. Mechanisms of gene expression and regulation, gene replication and repair, and the causes and implications of genetic mutations. Molecular genetics and recombinant DNA technology for the manipulation of genes. Genomics and its applications in medicine and principles of gene therapy."
BMS2011,Structure of the human body: An evolutionary and functional perspective,"Faculty of Medicine, Nursing and Health Sciences","[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,,ANT2331.,3,"This course is an introduction to human anatomy. It includes an overview of  general principles of major body systems. This will be followed by a consideration of specific areas of regional anatomy from an evolutionary perspective. Namely, what distinguishes the human body from other primates, mammals and indeed vertebrates and how have these adaptations of anatomy contributed in a functional context to us being so successful.  Practical classes will involve exposure to human cadaver prosections, skeletal material, models and a range of imaging modalities including X-rays, CT scans etc."
BMS2021,Human molecular cell biology,"Faculty of Medicine, Nursing and Health Sciences","[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,BMS1011.,BCH2022,3," This unit covers the molecular principles of cellular metabolic regulation, metabolic interrelationship of tissues, molecular events associated with the fed and fasted states, and the generation of metabolic energy by oxidation of macronutrients.It discusses hormone action and the molecular and cellular basis of diseases, and gives an overview of tissue metabolism.The autonomic control of energy, exercise and metabolism, and how drugs can modulate these processes will be considered and discussed.The unit will also  cover the molecular mechanism of cell growth, differentiation and death, and introduces the basic principles of developmental biology covering cell fate, pattern formation and tissue morphogenesis during embryonic life."
BMS2031,Body systems,"Faculty of Medicine, Nursing and Health Sciences","[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,BMS1052.,"BND2011, PHY2011, PHY2021 and PHY2032.",3,"Physiology is the study of how living organisms work. It involves the functions of cells, tissues, organs and the whole organism. This unit will provide you with an overview of how the body maintains a constant environment for its cells and tissues through the integrated functions of the following physiological systems: cardiovascular, renal, endocrine, respiratory, reproductive and gastrointestinal. You will also consider how the body adapts to changes in the external environment and to disease states."
