UnitCode,UnitName,Faculty,LocationAndTime,CreditPoints,EFTSL,Preqs,Proh,SCABand,Sypnosis
LAW2112,Property A,Faculty of Law,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114 and LAW2101For students who commenced their LLB course prior to 2015:  LAW1100 OR LAW1101 and LAW1102 or LAW1104; LAW2100 or LAW2101 and LAW2102,For students who commenced their LLB course prior to 2015:  LAW3400,3,"The unit examines theories of private property, the concept and categories of real and personal property; the interface between contractual and property rights; the nature of types of property right including freehold and leasehold estates, easements and mortgages; modes of creating and transferring the rights in law and equity; possession as a source of title."
LAW2201,Torts A,Faculty of Law,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,,For students who commenced their LLB course prior to 2015: LAW2200,3,"This unit is concerned with the main torts other than the tort of negligence. It commences with an introductory study of the role and objectives of tort law and how the law of torts is being supplemented by various alternate statutory compensation schemes. Thereafter, the study examines the basic protection offered to persons by the tort of trespass; torts pertaining to goods, detinue action on the case and conversion; torts pertaining to land, and concludes with a study of vicarious liability and the related area of non-delegable duties. The availability and nature of remedies is examined throughout, together with applicable legislation and alternative statutory compensation schemes."
LAW2202,Torts B,Faculty of Law,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,For students who commenced their LLB course prior to 2015: LAW1100 OR LAW1101 and LAW1102 or LAW1104; LAW2201,For students who commenced their LLB course prior to 2015: LAW2200,3,"This unit will be primarily concerned with the tort of negligence. Students will be introduced to the basic elements of the tort of negligence - namely, duty of care, breach of duty, causation, remoteness, defences and remedies. Students will then examine ""particular duty situations"". Among the particular duty situations considered will be: pure economic loss caused by negligent statements, pure economic loss caused by negligent acts, psychological damage, rescuers, omissions and defective products and structures. Students will also consider statutory compensation schemes that have been introduced to supplement the tort of negligence."
LAW3111,Equity,Faculty of Law,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112; LAW2111For students who commenced their LLB course prior to 2015:LAW1100 OR LAW1101 and LAW1102 or LAW1104; LAW2100 OR LAW2101 and LAW2102,,3,"This unit introduces students to the nature and function of equity in the modern Australian legal system. Students learn about the relationship between equity and the common law, and study the key doctrines of equity.  These include: breach of confidence, fiduciary relationships and breach of fiduciary duty, third party liability and tracing, personal and proprietary remedies in equity and equitable defences."
LAW3112,Corporations law,Faculty of Law,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112; LAW2111For students who commenced their LLB course prior to 2015:LAW1100 OR LAW1101 and LAW1102 or LAW1104; LAW2102,,3,"The unit critically examines the body of legal rules that govern the formation, management, financing and winding up of Australian corporations. Specific topics include: choice of the corporate business form, formation and characteristics of a corporation, the corporate constitution, corporate finance, share structure and membership, constitution and powers of the corporate organisation (board and general meeting), corporate authority, governance of the corporation, directors' duties, shareholders' remedies, administration and winding up of the corporation."
LAW3301,Criminal law and procedure A,Faculty of Law,[],6,0.125,,For students who commenced their LLB course prior to 2015: LAW3300,3,"This unit provides an introduction to the general doctrines and purposes of the criminal law, to the law relating to certain crimes and to the workings of the system of criminal justice in the courts. Certain aspects of criminal procedure will be examined to enable an understanding of the legal and administrative framework within which prosecutions are conducted. Some of the doctrines applicable to all crimes and the requisite mental elements of a crime are examined. Students will be encouraged to consider how the criminal law and its procedures for determining guilt have evolved historically and may be viewed from the vantage point of different perspectives."
LAW3302,Criminal law B,Faculty of Law,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,For students who commenced their LLB course prior to 2015: LAW1100 OR LAW1101 and LAW1102 or LAW1104; LAW3301,For students who commenced their LLB course prior to 2015: LAW3300,3,"This unit builds upon Criminal law and procedure A and comprises study of the general doctrines of the criminal law, the law relating to certain crimes, and the workings of the system of criminal justice in the courts. The following crimes are studied in depth: sexual offences, drug offences, offences of strict liability, attempts to commit crimes, liability of accessories and offences against property. Doctrines applicable to all crimes and the requisite mental elements of a crime are examined. Students will be encouraged to consider how the criminal law and its procedure for determining guilt have evolved historically and may be viewed from the vantage point of different perspectives."
LAW3402,Property B,Faculty of Law,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112; LAW2111For students who commenced their LLB course prior to 2015:LAW1100 or Law1101 and LAW1102 or LAW1104; LAW2100 or LAW2101 and LAW2102 ; LAW3401 or LAW2112,LAW3400,3,"Building on Property A, the unit examines proprietary interests that arise through the operation of equity, and co-ownership of land and goods. It then examines the Torrens System of registered title to land and the Transfer of Land Act 1958 (Vic), including: the registration process; the meaning and purpose of indefeasible title: fraud and other exceptions to indefeasibility: the compensation provisions; status and enforceability of unregistered interests; the caveat system; and the priority rules for registered and unregistered interests."
LAW4101,Administration of criminal justice,Faculty of Law,[],6,0.125,LAW1100 or LAW1101 and LAW1102 or LAW1104,,3,The unit focuses on the institutions and processes that surround the implementation and enforcement of criminal law. Students will examine the idea of a criminal justice 'system'; objectives and models of criminal justice; and crime statistics and public perceptions of crime. Other topics will be drawn from the following areas: police powers and exercise of discretion; the exercise of prosecutorial discretion; theories of punishment; juvenile justice; imprisonment and prisoners rights; sentencing; and the role of victims in the criminal justice system.
LAW4104,Australian banking law,Faculty of Law,[],6,0.125, For students who commenced their LLB (Hons) course in 2015 or later: LAW1111;LAW1114; LAW2101; LAW1112; LAW1113; LAW2102; LAW2111; LAW2112; LAW3112.For students who commenced their LLB course prior to 2015: LAW1100 OR LAW1101 and LAW1102 or LAW1104; LAW2100 or LAW2101 and LAW2102; LAW3112,,3,"The banking and finance sectors in Australia play an essential role in society. This industry continues to evolve and adapt to technological disruption, product innovation, and the increasing globalization of financial markets. It is also facing increasing scrutiny from policy makers, regulators and consumers following a series of crises and scandals. This course will review and consider key areas of Australian banking law and regulation. It will also discuss some of the areas of ongoing policy reform.Core topics will include:an outline of the banking system and its regulation and associated legal frameworkthe banker-customer relation, and duties and obligations of the partiestypes of bank transactions and the actions available in relation to themnegotiable instruments and their purposes and useselectronic bankingconsumer protectionsecured and unsecured lending."
LAW4108,Constitutional law of Malaysia,Faculty of Law,[],6,0.125,LAW1100 or LAW1101 and LAW1102 or LAW1104,,3,"Topics covered include: the guarantees of fundamental liberties; the role of the Conference of Rulers; relations between the federation and the states; the judiciary; special and emergency powers; processes of constitutional amendments; the separation of powers doctrine; the methods, techniques and attitudes of the Malaysian judiciary in constitutional interpretation."
LAW4111,Crime and gender,Faculty of Law,[],6,0.125,LAW1100 or LAW1101 and LAW1102 or LAW1104; LAW3300 or LAW3301 and LAW3302,,3,"This unit provides an examination of areas of criminal law and procedure in which gender is particularly significant, and introduces students to feminist theories of law and criminality, and relevant rights analyses. Students will be encouraged to think critically about how the criminal law and its practice have evolved historically.  Violence and gender will be a focus, including an examination of violent behaviours, the censures of violent behaviours, the operation of criminal defences, and developments in the laws dealing with sexual assault. A range of current issues will be discussed, including issues raised by sentencing and imprisonment."
LAW4112,Advanced constitutional law,Faculty of Law,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102;  LAW2111For students who commenced their LLB course prior to 2015: LAW1100 OR LAW1101 and LAW1102 or LAW1104; LAW3200 OR LAW3201,,3,"This unit focuses on issues in Australian constitutional law that are not covered in depth in either Principles of Public Law and Statutory Interpretation (LAW1112), or Constitutional Law (LAW 3201). Issues will be selected for examination depending on their current theoretical or practical importance. Examples include methods of constitutional interpretation (including tensions between the framers' original intentions and contemporary values); the nature of implications drawn from the Constitution; express constitutional rights (trial by jury and freedom of religion); compulsory acquisition of property; the separation of powers as source of implied rights; the ""races power""; the defence power both in war and peace; parliamentary privilege; and the process of constitutional amendment. Other issues that acquire public prominence from time to time, such as proposals for constitutional amendment, may also be examined. Comparisons with the constitutional law of other jurisdictions will be considered where appropriate."
LAW4113,Current problems in criminal law,Faculty of Law,[],6,0.125," For students who commenced their LLB course prior to 2015: LAW1104 Research and Writing, LAW1101 Introduction to Legal Reasoning, LAW3301 Criminal law and procedure A and LAW3302 Criminal law BFor students enrolled in the LLB (Hons) course from 2015: LAW1111 Foundations of Law, LAW1112 Public Law & Statutory Interpretation, LAW1113 Torts, LAW1114 Criminal Law 1,LAW2101 Contract A , LAW2102 Contract  B, LAW2111 Constitutional Law, LAW2112 Property A",,3,"Topics will be drawn from both the general part of the criminal law, for example: automatism, insanity, intoxication, duress and entrapment; specific offences, for example, obscenity, contempt, homicide and sexual offences, and issues such as the role of the jury, sentencing and the function of the psychiatrist in the criminal process. Students will be called upon to undertake independent research."
LAW4115,Environmental law,Faculty of Law,[],6,0.125, PrerequisitesFor students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112; LAW2111For students who commenced their LLB course prior to 2015: LAW1100 OR LAW1101 and LAW1102 or LAW1104,,3,"Controls designed to control pollution of air, water, and land, noise pollution, and conservation of the national estate. Enforcement of such controls. Relevance of environmental considerations over a wide range of decision making processes. Environmental impact assessment. An introduction to planning law. Coordination of environmental controls between Commonwealth and States including relevant provisions of the Environment Protection and Biodiversity Conservation Act 1999 (Cth). Environmental litigation, including issues of justiciability, and the standing of private citizens and environmental groups."
LAW4119,Contemporary workplace relations law,Faculty of Law,"[[['Prato'], ['Term 2 2017 (Day)']]]",6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112; LAW2111For students who commenced their LLB course prior to 2015:  LAW1100 OR LAW1101 and LAW1102 or LAW1104,,3,"This unit will examine the following major areas: the development of systems for regulating dispute settlement and determining conditions of employment, including  the Australian federal system for regulating workplace relations, industrial disputes and minimum conditions of employment, the systems in North America, United Kingdom and Europe; the impact of globalization and international labour standards through international labour organization conventions and its regulation; the scope and coverage of domestic legislation, including  the Fair Work Act 2009 (Cth) and its constitutional basis and the degree of legislative intervention in North America, United Kingdom and Europe; sources of minimum conditions, minimum wages and the safety nets; the purpose, scope and content of collective and enterprise agreements, good faith bargaining and the use of industrial action as a bargaining tool; the protection of workplace rights, such as the right to join a union in Australia, Canada, United States, United Kingdom and Europe; and approaches to the enforcement of minimum conditions, modern awards and enterprise agreements, in Australia through the Fair Work Ombudsman and the court system and in Canada, United States, United Kingdom and Europe through the courts and relevant specialist courts."
LAW4121,Insurance law,Faculty of Law,[],6,0.125,LAW1100 or LAW1101 and LAW1102 or LAW1104; LAW2100 or LAW2101 and LAW2102,This unit may not be taken by a student who has completed or enrolled in Insurance Law BTX5031 OR Insurance Law BTX4031,3,"The unit focuses on the rights and liabilities of parties to an insurance contract as governed by the common law and statute, with particular reference to the Insurance Contracts Act 1984 (Cth). Topics covered include risk, insurable interest, the duty of utmost good faith, non-disclosure and misrepresentation, conditions, warranties and premium, the role of agents and brokers in the formation of contracts of insurance, construction of policies and standard cover, adjustment of rights including claims, causation, proof and fraud, the indemnity principle and measure of loss, remedies and dispute resolution, subrogation, double insurance and contribution, cancellation of cover. While reference is made to different types of insurance (eg. Life, marine, liability, fire etc) the special rules applying to each type are not covered in detail. A linking theme for all topics will be historical context and the challenges surrounding any proposals for reform."
LAW4122,International law,Faculty of Law,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112; LAW2111For students who commenced their LLB course prior to 2015:LAW1100 OR LAW1101 and LAW1102 or LAW1104,,3,"Topics include: theory of international law; the place of States in international law, including their rights, obligations, status and jurisdiction; the sources of international law and how they are interpreted and applied; the implementation of international law by states, in particular Australia's approach; the nature of international disputes and their resolution; the law related to the use of force by States and self-defence; the role of international institutions; the role of individuals in international law; and specific areas of public international law, including the law of the sea and environmental law."
LAW4123,International organisations,Faculty of Law,[],6,0.125,LAW1100 or LAW1101 and LAW1102 or LAW1104,,3,"Topics include: an overview of international organisations and the role they play in the development of international law; the sources of international institutional law; the United Nations, including the General Assembly; the Security Council, peacekeeping operations and human rights; global judicial bodies including the International Court of Justice and War Crimes Tribunals; international economic organisations including the IMF and the World (IBRD); regional organisations particularly APEC; the effectiveness of international organisations including enforcement issues and prospects for reform."
LAW4125,Comparative antitrust law,Faculty of Law,[],6,0.125,,,3,"This unit will examine competition law polices and their operation. The principles relevant to the background and development of contemporary competition law and the role of competition authorities will be explored. The law in practice will be studied through specific globally-relevant examples. The law in practice will be studied through specific examples from Italy and the EU, with emphasis on differences. Students will be offered a site visit to a specialist law firm in Italy. Part 2 will focus on Australian competition law."
LAW4126,Asian legal systems,Faculty of Law,"[[['Malaysia'], ['Term 3 2017 (Day)']]]",6,0.125,LAW1100 or LAW1101 and LAW1102 OR LAW1104; LAW2100 or LAW2101 and LAW2102; LAW3300 or LAW3301 and LAW3302,,3,"This unit is designed to examine contemporary issues in the Asian legal systems. It will examine the Asian perspectives on the rule of law, the court reform, constitutionalism, security and human rights, legal pluralism, corruption and the issue of law and development. Students in this subject will gain a comparative overview of the legal systems of Indonesia, Malaysia and Singapore, with reference to other Asian countries as appropriate."
LAW4127,Collective labour rights,Faculty of Law,[],6,0.125, For students who commenced their LLB (Hons) course in 2015 or later: LAW1111;LAW1114; LAW2101; LAW1112;LAW1113; LAW2102; LAW2111For students who commenced their LLB course prior to 2015: LAW1100 or LAW1101 and LAW1102 or LAW1104,,3,"The Unit examines the principles of freedom of association for workers, the right to bargain collectively and the right to strike in international law. Students learn, interpret and apply the legal principles in Australian domestic law that govern these rights, with the main focus on the Fair Work Act 2009 (Cth) and case law applying the provisions of that Act. The Unit also examines the functions, legal status and regulation of Australian trade unions. The control of unlawful industrial action by the common law and the secondary boycott provisions are also examined."
LAW4129,Law and discrimination,Faculty of Law,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125," For students who commenced their LLB course prior to 2015: LAW1104 Research and Writing and LAW1101 Introduction to Legal ReasoningFor students enrolled in the LLB (Hons) course from 2015: LAW1111 Foundations of Law, LAW1112 Public Law & Statutory Interpretation, LAW1113 Torts, LAW1114 Criminal Law 1,LAW2101 Contract A , LAW2102 Contract  B, LAW2111 Constitutional Law, LAW2112 Property A",,3,"Topics include: concepts of equality and discrimination; the Australian social context; the law developed around State and Federal anti-discrimination legislation primarily in sex discrimination; grounds of discrimination including sex, race, disability and sexuality discrimination, and (if time) discrimination based on political or religious belief or activity; areas of activity covered or exempted from the legislation; constitutional complications of the legislation; problems of proof; procedural issues and the remedies available to victims of discrimination; concludes by evaluating effectiveness of the legislation and alternative measures like affirmative action."
LAW4130,Law and social theory,Faculty of Law,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125," For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112; LAW2111For students who commenced their LLB course prior to 2015:  LAW1100 OR LAW1101 and LAW1102 or LAW1104 or ATS2868/3868, ATS2869/3869 or ATS2905/3905",,3,"The unit examines: the notion of ""social theory"" and its relevance to an understanding of the law, history, industrial society and ""modernity""; law, and the rule of law, as a social phenomenon; law and social solidarity (Durkheim); law as a system of social rules (Hart, Dworkin, Critical Legal Studies); Marxist analysis of law; criticisms of the Marxist analysis (Thompson, Williams, Krygier, Cohen, Rawls); post-Marxist critical approaches to law (Habermas, Foucault); and law and modernity (Weber)."
LAW4132,Law of employment,Faculty of Law,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2111For students who commenced their LLB course prior to 2015: LAW1100 or LAW1101 and LAW1102 or LAW1104; LAW2100 or LAW2101 and LAW2102,,3,"This Unit examines the individual employment relationship under the contract of employment and the rights and duties that arise under contract and from the National employment Standards in the Fair Work Act 2009 (Cth). Students will study the principles, rights and remedies in termination of employment, including protection from unfair dismissal and other general protections under the Fair Work Act 2009 (Cth), as well as statutory protection from discrimination at work. The Unit examines the legal distinction between employment and other work arrangements and the implications for workers and employers of the distinction."
LAW4133,International law seminar: International public order,Faculty of Law,[],6,0.125,LAW4122,,3," International public order is both the practical and the normative foundation of public international law. International law does not operate within a vacuum, nor does it consist of the pro forma application of abstract principles and universals detached from real world conditions. Rather, international public order is best understood as the practical regulation of a global society of state and sub-state actors, subordinate to the trans-national rule of law. International law, therefore, is inseparable from the wider issues of global governance, the mechanisms, institutions and principles that enable the global society to operate as an integrated political and legal system.Taking this unit, students will not only acquire a sophisticated understanding of the concepts of international public order and the trans-national rule of law, but also how the integrity of the international system is inseparable from the practical operation of global governance. Understanding will be achieved through the detailed examination of a particular area of concern within international public order and how formal legal resolutions of disputes must necessarily be framed within terms of global governance and the trans-national rule of law.The topics to be studied include: the international legal process (the concept and sources of international law); international law as the judicial basis of global governance; and practical problems in international law and world order (conflict prevention; socio-political justice; international economic law; and international environmental law)."
LAW4137,Legal philosophy,Faculty of Law,[],6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112; LAW2111For students who commenced their LLB course prior to 2015: LAW1100 or LAW1101 and LAW1102 or LAW1104; LAW2200 or LAW2201 and LAW2202 OR ATS2868/3868. ATS2869/3869 OR ATS2905/3905,,3,"Students will study the major contemporary theories of the nature of law and legal reasoning (positivism, natural law, interpretivism, realism), and the main lines of debates between them. These debates concern the nature and foundations of law, the relationship between law and justice, the nature of legal reasoning and the role of value-judgments and creativity in judicial decision-making, the meaning of statutes and constitutions, and judicial activism and fidelity to law. Students will also study how philosophical debates about these issues illuminate actual controversies in the practical administration of legal systems."
LAW4140,Media law 2,Faculty of Law,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112; LAW2111For students who commenced their LLB course prior to 2015:  LAW1100 OR LAW1101 and LAW1102 or LAW1104,,3,"This unit considers why freedom of speech is important to the media and how it is protected in Australia. The unit also covers the three major restraints on freedom of speech; the law of defamation, the action for breach of confidence and laws that protect privacy, both incidentally and intentionally. These will be considered from the perspective of how these laws inhibit the media in the collection and dissemination of information. Due consideration will be given to whether an appropriate balance is struck between freedom of speech and other rights, such as the protection of reputation. Reform of the law will also be considered, particularly the need for uniform defamation laws."
LAW4151,"Theoretical perspectives on law, gender and feminism",Faculty of Law,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125," For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112 and LAW2111For students who commenced their LLB course prior to 2015: LAW1100 OR LAW1101 and LAW1102 or LAW1104For non-law students: twelve credit points of first year undergraduate degree subject(s).An example would be the completion of a first year gateway subject or subjects in Arts, such as ATS1314 - Human rights theory 1 (6 credits) and ATS1315 - Human rights theory 2 (6 credits).",,3," This unit is an introduction to feminist legal theory. It focuses upon reading some selected contemporary feminist philosophers' main texts in order to examine their arguments and to understand them within the context of philosophical problems that underpin law.Some of the major issues include: autonomy, equality, freedom and the public/private divide.The philosophers examined will vary from year to year but typical candidates are: Drucilla Cornell, Carole Pateman, Adriana Cavarero, Judith Butler."
LAW4153,Comparative European legal systems,Faculty of Law,"[[['Prato'], ['Term 2 2017 (Day)']]]",6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112 and LAW2111For students who commenced their LLB course prior to 2015:   LAW1100 OR LAW1101 and LAW1102 or LAW1104,,3,Topics include: common law - civil law: elementary comparisons; classification of legal systems; historical origins of the civil law; legal education and legal profession; constitutions; judicial organisation; sources of law; judicial methodology; civil procedure.
LAW4155,International human rights,Faculty of Law,"[[['Clayton'], ['First semester 2017 (Day)']], [['Malaysia'], ['Term 3 2017 (Day)']]]",6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112; LAW2111For students who commenced their LLB course prior to 2015:  LAW1100 OR LAW1101 and LAW1102 or LAW1104,,3,"This unit is a general introduction to international human rights law. It is concerned with human rights standards as they exist in international law and the international mechanisms for enforcing these standards. The unit will consider a selection of specific human rights, limitations to human rights (e.g. derogation in time of emergency) and some major contemporary international human rights issues."
LAW4156,Conflict of laws - private international law,Faculty of Law,[],6,0.125, For students who commenced their LLB (Hons) course in 2015 or later:LAW1111; LAW1114; LAW1112; LAW1113; LAW2101; LAW2102; LAW2112; LAW2111For students who commenced their LLB course prior to 2015:  LAW1100 OR LAW1101 and LAW1102 or LAW1104; LAW2101; LAW2102; LAW2201; LAW2202,,3,"This unit looks at the principles that the Australian courts apply to civil cases in which not all facts are linked to a single jurisdiction. There may be links to foreign countries or to more than one Australian jurisdiction. The main questions considered in this unit are: when do the Australian courts assume jurisdiction in civil and commercial cases involving a foreign element? when can foreign judgments in civil and commercial matters be enforced in Australia? what are the general principles of choosing the applicable law in cases involving a foreign element? what are the specific rules of choosing the applicable law for contract, tort and marriage? what are the theories underlying the rules on choice of law?This unit is highly useful for students who plan to go into legal practice."
