UnitCode,UnitName,Faculty,LocationAndTime,CreditPoints,EFTSL,Preqs,Proh,SCABand,Sypnosis
FIT1045,Algorithms and programming fundamentals in python,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['Malaysia'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)', 'October intake 2017 (Day)']]]",6,0.125, VCE Mathematics Methods or Specialist Mathematics units 3 & 4 with a study score of 25 or MTH1010.Note: For 2016 Further Mathematics with a study score of 35 will be accepted.,FIT1029,2," This unit introduces programming fundamentals and the Python language to students. The unit provides a foundational understanding of program design and implementation of algorithms to solve simple problems. Fundamental programming control structures, built in and complex datatypes and mechanisms for modularity will be presented in Python.Topics covered will include basic input and output, program control structures, basic data structures and modular program structure. Problem-solving strategies and techniques for algorithm development, iteration and recursion, algorithm efficiency and the limitations of algorithms will be introduced."
FIT1046,Creative computing foundations,Faculty of Information Techonology,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,,,2,"This unit provides Creative Computing students with foundation skills relevant to all other Creative Computing (Multimedia Development) major units. This unit covers the basics of information graphic, digital graphic and motion graphic editing and introduces the fundamentals of web production with CSS and HTML 5. The unit content will introduce students to some of the key conceptual, technical and craft issues related to digital media production, and give them the opportunity to create media products based on their own practice based research."
FIT1047,"Introduction to computer systems, networks and security",Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['Malaysia'], ['First semester 2017 (Day)', 'October intake 2017 (Day)']], [['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,,FIT1031 and FIT2078,2,"The unit introduces students to fundamentals of computer systems, networks and security. It provides basic knowledge of computer organisation and architecture, operating systems, networking architecture, technology and operation. It introduces the concepts of security goals for protecting common modern computer systems and communication networks from adversaries and the deployment of suitable countermeasures to achieve these goals."
FIT1048,Fundamentals of C++,Faculty of Information Techonology,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,,FIT2071,2,"This unit introduces programming fundamentals and the C++ language to students. The unit provides a foundational understanding of program design and implementation of algorithms to solve simple problems. Fundamental programming control structures, built in and complex data-types and mechanisms for modularity will be presented in C++. This unit also places a focus on object-oriented design principles, using object-oriented design as a process for program design and problem solving. More advanced object-oriented programming topics such as inheritance and polymorphism will also be covered. Other C++ fundamentals such as pointers and the STL will be presented, as will implementations of algorithms and data structures used in problem solving."
FIT1049,IT professional practice,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['Malaysia'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,Completion of 12 points of FIT units.,FIT2003,2,"This unit provides a practical and theoretical introduction to what it means to be an IT professional today. Students will encounter a range of issues relevant to professional practice in the workplace, as well as an understanding of the wider responsibilities that professionals are called upon to uphold in society. Topics addressed include: organisational and professional communication; mindfulness; teamwork; the nature of the IT professions; the role of professional associations; problem solving and information use; cross-cultural awareness; personal and professional ethics and codes of practice."
FIT1050,Web fundamentals,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)']], [['Malaysia'], ['First semester 2017 (Day)']], [['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,,,2," The world-wide web is one of the most widely-used platforms for building applications. Although all students can be assumed to be experienced users of the web, very few have any clear understanding of the technologies upon which the web is based, and the way in which these technologies affect web-based applications. This unit aims to give students a sound basic knowledge of the web and a range of issues which may be involved in web application development. It will take a strongly practical focus in examining the technology, design and implementation problems a developer needs to address in developing applications for real-world systems. The diversity of web applications means that there are a wide range of issues which may be relevant to the development of any given web site. The unit will aim to give breadth of coverage of these issues, rather than focusing in depth on any particular development task or any specific type of web application.The unit will take a strongly practical focus in examining the technology issues involved, and highlight the key issues which a developer needs to address in developing applications of this kind for real-world systems."
FIT1051,Programming fundamentals in java,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,,FIT1002,2,"This unit will provide students with an overview of the fundamental knowledge and skills required to code applications. The topics covered will include: the context of programming in an industrial SDLC, dealing with code 'plumbing', data, using API library classes, common business logic patterns and their implementation using control structures, methods and modularity, value and reference types, coding custom driver and concept classes, class inheritance, interfaces, multi-class applications."
FIT1052,Digital futures: IT shaping society,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,,,2,"From online entertainment to paying our bills with smartphones, computers are at the centre of our lives today. How did this change come about, and what has it meant for us as individuals, as well as for society more broadly? Starting with its origins in the world of government, the military and corporations, this unit explores the lasting impression that IT continues to make within the spheres of popular culture, work, politics, the law, and leisure."
FIT2001,Systems development,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['Malaysia'], ['First semester 2017 (Day)']], [['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,24 points of FIT units,"BUS2021, CPE2003, CSE1204, CSE1205, GCO1813, GCO2601, GCO2852, GCO2826, IMS1001, IMS1002, IMS1805, IMS2071, IMS9001",2,"The unit introduces students to systems analysis and design as a problem solving activity, within the framework of a selected methodology. It will focus on contemporary industry practice; investigating understanding and documenting system requirements; a range of design and implementation activities; and professional skills required for systems development."
FIT2002,IT project management,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['Malaysia'], ['Second semester 2017 (Day)']], [['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,"Completion of at least 36 points of study, including one of (FIT1002, FIT1040, FIT1045, FIT1048, FIT1051, ENG1003) (or equivalent) and one of (FIT1049, FIT2003, EDF2005, SCI2010) (or equivalent)","AFW3043, BEW3640, BUS2176, CIV3205, CPE2006, CSE2203, GCO3807, GEG3104, GSE3003,     FIT3086, MGW2700, MMS2203",3,"This unit introduces students to the many concepts, tools and techniques for managing information technology projects. Exploring traditional and agile approaches for managing projects, topics include project lifecycles, project planning, project scheduling, team building, risk management, time and quality management. A case study approach will be used to provide learning opportunities, with an emphasis on the unique aspects of information technology projects."
FIT2004,Algorithms and data structures,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['Malaysia'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",6,0.125,"One of FIT1008, FIT1015, FIT2085 or CSE1303 and 6 points of Level 1 mathematics.","CSE2304, FIT2009",2,"This unit introduces students to problem solving concepts and techniques fundamental to the science of programming. In doing this it covers problem specification, algorithmic design, analysis and implementation. Detailed topics include analysis of best, average and worst-case time and space complexity; introduction to numerical algorithms; recursion; advanced data structures such as heaps and B-trees; hashing; sorting algorithms; searching algorithms; graph algorithms; and numerical computing."
FIT2005,"Software analysis, design and architecture",Faculty of Information Techonology,"[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,(One of FIT1040 or FIT1002) and FIT2001,"GCO2813, GCO2816, GCO9806",2," This unit examines object-oriented systems modelling/design in greater depth than the prerequisite unit. The key disciplines of the Unified Process will be examined to set a context for analysis and design. Students will learn about static and dynamic modelling, and component-based design, using UML. Some common design patterns will be studied. Some topics about software architecture are examined.The unit prepares students to be able to design large systems such as will be implemented in their final year project unit or after graduation."
FIT2009,Data structures and algorithms,Faculty of Information Techonology,"[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,FIT1007 or GCO1812 or GCO9808 or FIT2034,"FIT2004, FIT2071, FIT9015, GCO2817, GCO3512, GCO9807",2,"Algorithm analysis. Application and implementation of some common data structures: stacks, queues, lists, priority queues, tables, sets and collections. Data representations including: arrays, linked lists, heaps, trees (including balanced trees) and hashing. Design of application programs making use of common data structures. Design and implementation of new data structures. Study of advanced algorithms in areas such as: graph theory, pattern searching and data compression. Access to the University's computer systems through an Internet service provider is compulsory for off-campus students."
FIT2014,Theory of computation,Faculty of Information Techonology,"[[['Clayton'], ['Second semester 2017 (Day)']], [['Malaysia'], ['Second semester 2017 (Day)']]]",6,0.125," One of FIT1045, FIT1048, FIT1051, ENG1003 or an equivalent introductory programming unit or (FIT1040 and FIT1029), and one of MAT1830, MTH1030, ENG1005 or equivalent.Students are expected to have basic competence in computer programming.",CSE2303,2,"This unit introduces formal languages, models of computation, and computational complexity. It looks at what computers can and cannot compute. Topics include finite state automata, regular expressions, grammars, pushdown automata, computable functions, Turing machines, polynomial-time reductions, complexity classes P and NP, and NP-completeness. Skills at writing formal proofs will be developed."
FIT2017,Computer models for business decision making,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125, FIT1006 or BUS1100 or ETC1000 or STA1010Basic knowledge of MS Excel is assumed.,"ETC2480, ETC3480, ETC4348, ETF2480, ETF9480, GCO2802, MAT1097, BUS1110",2,"The objective of this unit is to introduce students to the quantitative modelling techniques commonly used by executives in decision making and the application of IT tools to real-world decision making situations. Techniques covered typically include decision making under uncertainty, linear and nonlinear programming, sequential decision making, forecasting, and simulation. Upon the completion of this unit, the students are expected to recognise a complex decision making situation and to build a corresponding quantitative model. They are also expected to solve the model by applying techniques covered in this unit, to interpret results and finally, to provide analyst-type recommendations. The unit includes extensive use of advanced modelling tools available in Microsoft Excel as well as some VBA programming."
FIT2020,Network architecture,Faculty of Information Techonology,"[[['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,"One of FIT1031, FIT1005, FIT1047 or GCO3812 or equivalent",GCO3824,2,"This unit will introduce students to advances in the distributed networked environment. The unit provides knowledge of internetworking protocols, QoS for critical applications, network management and TCP/IP operation. Access to the university's computer systems through an internet service provider is compulsory for distance education students."
FIT2032,Industry-based learning,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",18,0.375," Available to students in all undergraduate degrees of the Faculty of IT who have been accepted into the Industry-based learning stream or Placement program with at least 72 credit points of study accumulated towards a Faculty of Information Technology undergraduate degree.Prerequisite units for BBIS students: (FIT1040 or FIT1002) and FIT1013 and FIT2003. Prerequisite units for BSE, BCS and BITS students commencing prior to 2016: (FIT1040 or FIT1002) and FIT2003.From 2017:Prerequisite units for BSE, BCS and BInfoTech students: One of FIT1045, FIT1048, FIT1051 or ENG1003.Prerequisite units for BCS and BInfoTech students: FIT1049 or equivalentFor BInfoTech students completing the Business Information Systems major: FIT1013",BUS2000,2,"Students on placement participate full time in a defined, graduate level role during a 22-week placement period at established partners of the Faculty of Information Technology industry based learning program including major global companies, leading Australian companies and worldwide consultancies. The students on placement apply the knowledge, skills and practices of professional attitudes and behaviour developed in their academic units. They develop communication, time management and customer service skills in business situations, experience and participate professionally in the corporate environment and obtain feedback from experienced supervisors on their performance."
FIT2033,Computer models for business decisions,Faculty of Information Techonology,"[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,"One of FIT1006, ETW1102, ETS1102 or MAT1097 or equivalent","FIT2017, ETC2480, GCO2802",2,"This unit examines the principles and applications of business modelling, how a business system is used as a key component of the broad decision support system or DSS. At the completion of the subject the student should understand some of the most commonly used computer modelling techniques used in business and industry and be familiar with the applications of these techniques to the solution of business related problems. Topics will include the fundamental breakeven analysis, various types of linear programming, network models, various aspects of decision making, waiting lines systems, Monte Carlo simulation and forecasting techniques."
FIT2034,Computer programming 2,Faculty of Information Techonology,"[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,FIT1040 or FIT1002 or FIT1051,"CPE1004, CSE1203, CSE2305, GCO1812, FIT1007",2,"The emphasis in this unit is on the application of fundamental programming concepts using an object-oriented programming language. It also introduces more advanced object-oriented programming topics such as inheritance and polymorphism. It gives students a deeper understanding of programming and gives more practical skills in designing, building and testing larger computer programs, including ones having graphical user interfaces, and utilising file I/O."
FIT2043,Technical documentation for software engineers,Faculty of Information Techonology,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,FIT1010 or FIT1002 or ENG1003,"CSE1305, CSE1402",1,"This unit covers problems with paper-based and on-line documentation; types of technical documentation used in software engineering; the role of various different forms of technical documentation in the software development process; document specifications; the context of technical writing; the writing process (analysis, planning, generation, testing, revision and maintenance of written texts); document publication techniques (such SGML, LaTeX, and/or XML); the role of hypertext, hypermedia and markup languages in technical documentation; small-volume and large-volume hypertext; collaborative hypertext; intelligent hypertext."
FIT2065,Operating systems and the Unix environment,Faculty of Information Techonology,[],6,0.125,"One of FIT1001, FIT1031 or CSE1201 or equivalent","CPE3007, CPE2008, CSE2208, CSE2391, CSE3001, CSE3208, CSE3391, FIT3041, GCO3813",2,"The main topics covered in this unit include computer systems, operating systems, process management and coordination, memory management including modern implementations of virtual memory, file systems, operating system security, shell variant scripting, regular expressions, Unix utilities, Unix file system, Unix system administration and installation, Unix programming, research and development."
FIT2069,Computer architecture,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,FIT1031 or FIT1001 and FIT1008 or FIT1015,,2,"This unit covers the internal mechanism of computers and how they are organised and programmed. Topics include combinatorial and sequential logic, Boolean Algebra, Karnaugh maps, counters, ripple adders, tree adders, memory/addressing, busses, speed, DMA, data representation, machine arithmetic, microprogramming, caches and cache architectures, virtual memory and translation look-aside buffers, vectored interrupts, polled interrupts, pipelined architecture, superscalar architecture, data dependency, hazards, CISC, RISC, VLIW machine architectures."
FIT2072,Educational multimedia,Faculty of Information Techonology,"[[['Caulfield'], ['First semester 2017 (Day)']]]",6,0.125,FIT1035 or FIT2012,"FIT3033, MMS2701",2,"This unit examines the diversity of theoretical and conceptual frameworks which influence current research and production of educational multimedia applications. Topics will include: educational theory and practice, cognition and cognitive development, the differentiation between child and adult learners, catering to differences in the capacity to learn, for example, gifted and disabled learners, creating immersive and interactive learning environments, current debates surrounding e-Learning, and enabling equitable access to learning technologies. Students will be given an overview of issues and techniques for applying information technology to support instruction in educational and training contexts and gain practical experiences in managing a design process involving competing aspects of learning theories, content characteristics, audience needs and software development practices."
FIT2073,Game design studio 1,Faculty of Information Techonology,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,,FIT2048,2," This unit provides a foundation in the theoretical and practical principles of game design and game narrative structures in the games development process. Utilising the principles taught in this unit, students will be given the opportunity to design innovative game applications and implement the consequences of their decisions as working game prototypes.The combination of theory and practice in this unit is geared to equip students with the skills to not only design innovative games, but also to critique existing games and importantly new game ideas. The studio environment will facilitate considerable peer interaction, in particular in the design, communication, and critique of new game ideas. The unit provides knowledge and skills, which students can apply within their game development projects in the third year studio project/s (FIT3039/3040) and across all subsequent units."
FIT2074,"Technology, information and organisations",Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,"One of FIT1036, FIT1003 or FIT1052",,2,"This unit examines the way in which information technology influences the structures and operations of organisations and organisational approaches to the management and use of information. The capabilities and limitations of technologies and the way they have been commoditised and standardised in the marketplace are fundamental determinants of what IT-based applications are capable of achieving. As technologies have evolved and been commoditised, they have shaped and in turn been shaped by what individuals and organisations want and expect from them. This unit applies this perspective as a basis for analysing the main technologies employed by organisations for the use and management of information."
FIT2077,Advanced data management,Faculty of Information Techonology,"[[['Caulfield'], ['First semester 2017 (Day)']]]",6,0.125,FIT1004 or CSE2132 or equivalent,"CSE3000, FIT3118, FIT4038",2,"This unit extends the study from FIT1004 Data management. FIT2077 will introduce more advanced concepts in the areas of database design, SQL, query optimisation and the handling of unstructured data (XML) both externally and within a database. The issue of ""Big Data"" and the role played by BI technologies and data warehouses will be explored."
FIT2079,Data visualisation,Faculty of Information Techonology,"[[['Clayton'], ['Second semester 2017 (Day)']], [['Malaysia'], ['Second semester 2017 (Day)']]]",6,0.125,Completion of 24 points at first year.,FIT3020,2,"Data visualisation is a powerful technique that allows us to use our visual system to understand data. Interactive data visualisation is now common in business, engineering and design and the social and physical sciences. This unit introduces the main kinds of information graphics and interactive visualisation systems and their areas of application. It investigates the reasons why visualisation can be effective and based on this students will gain experience in critically assessing data visualisations and in designing their own visualisations. Students will learn how to create visualisations with representative computer tools and gain experience in creating a data visualisation for an application domain of their choice."
FIT2081,Mobile application development,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)']], [['Malaysia'], ['First semester 2017 (Day)']], [['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,"FIT1045, FIT1048, FIT1051, FIT2071 or FIT1002 or equivalent",,2,"This unit introduces an industrial strength programming language (with supporting software technologies and standards) and object-oriented application development in the context of mobile application development for smartphones and tablets. The approach is strictly application driven. Students will learn the syntax and semantics of the chosen language and its supporting technologies and standards and object oriented design and coding techniques by analysing a sequence of carefully graded, finished applications. Students will also design and build their own applications."
FIT2082,Research project 2,Faculty of Information Techonology,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,FIT1041 and one of FIT2083 or FIT2084,,2,"This unit builds upon FIT1041 and FIT2083 or FIT2084 and allows students to conduct an independent research project. Students will be assigned to one of the Faculty of Information Technology's research groups, an academic supervisor and a research topic. Students may work on their project individually or in groups, as determined by their supervisor. During the semester, the student will be required to participate in research group events including seminars and presentations."
FIT2083,Research methods in computer science,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,At least 24 points of 1st year FIT units.,"FIT2084, FIT4005",2," This unit prepares students to conduct research in Computer Science. It introduces students to the issues, concepts, methods and techniques associated with IT research in general, but focuses on those most commonly used for research in Computer Science. It introduces students to professional practice and research ethics, the principles of research design, research methods and techniques of data collection and analysis appropriate to Computer Science. It covers oral and written communication skills.Skills developed and knowledge acquired from this unit will prepare students to conduct and to communicate their own research, as well as to be knowledgeable consumers of others' research."
FIT2085,Introduction to computer science for engineers,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",6,0.125,ENG1003 and ENG1060,"FIT1015, FIT1008",2,"This unit introduces students to core problem-solving, analytical skills, and methodologies useful for developing flexible, robust, and maintainable software. In doing this it covers a range of conceptual levels, from high level algorithms and data-structures, down to the machine models and simple assembly language programming. Topics include data types; data structures; algorithms; algorithmic complexity; recursion; and translation to assembly language."
FIT2086,Modelling for data analysis,Faculty of Information Techonology,"[[['Clayton'], ['Second semester 2017 (Day)']], [['Malaysia'], ['Second semester 2017 (Day)']]]",6,0.125,"MAT1830 and one of MAT1841, MAT2003 or MTH1030",,2,"This unit explores the statistical modelling foundations that underlie the analytic aspects of Data Science. It covers: Data: collection and sampling, data quality. Analytic tasks: statistical hypothesis testing, introductory decision theory, exploratory and confirmatory analysis. Probability distributions: multivariate Gaussian, Poisson, Dirichlet, linear and logistic regression, random number generation and simulation of distributions, simulation of samples (bootstrap). Estimation: parameter and function estimation, maximum likelihood and minimum cost estimators, Monte Carlo estimators, inverse probabilities and Bayes theorem, bias versus variance and sample size effects, cross validation. Information Theory: information and entropy, data coding and compression, entropy and likelihood, relative entropy and correlation, bounds and limits. Dependence models: Markov model, Bayesian and Markov network, log-linear model. Modelling: hypothesis testing, inference, and optimal decisions, predictive versus generative modelling, experts and assessing probabilities and models."
FIT2087,Advanced 3D,Faculty of Information Techonology,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,FIT1033 or DIS1911,,2,"This unit builds upon the skills, techniques and theory introduced in FIT1033 Foundations of 3D and extends their research and skills in 3D character design and motion capture technologies for games and 3D animation. Students will be introduced to advanced techniques for character detailing (modelling and texturing) character animation (motion capture systems) and 3D environmental design. The theoretical and practical considerations contributing to the conceptualisation and preparation of 3D characters for animation sequences will constitute a key focus of this unit."
FIT2089,Mobile networks,Faculty of Information Techonology,[],6,0.125,FIT1044 and FIT1047,,2,"This unit will cover wireless network standards relevant for mobile devices, as well as the ubiquitous integration between different network types. This includes network architectures, operational techniques and functions of the infrastructural components used in these networks. Attention will be given to the Internet of Things, with specific reference to implementations in different kinds of organisations."
FIT2090,Business information systems and processes,Faculty of Information Techonology,"[[['Clayton'], ['Second semester 2017 (Day)']], [['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,Completion of 24 points at level 1.,"ETC2490, BUS3502, FIT2006",2," Globalisation and increasing customer demands are challenges facing companies today. To remain competitive and effective in their offerings, companies cannot afford to harbour inefficiencies in their operations. A business process oriented approach is key to the success of modern organisations. A well-designed process will improve efficiency and deliver greater productivity. At the same time, business processes must be designed to ensure that they are effective and meet customer requirements. The internal processes of a business organisation are described with an emphasis on how they work together to achieve the goals of the organisation. A range of process modelling tools is presented in the unit.Upon completion of this unit students should be able to: describe business processes in organisations, their structure and they fit into the overall organisation objectives; recommend a process modelling tool for modelling and analysing business processes with the aim of increasing efficiencies and effectiveness for businesses; analyse factors for managing in-house development or software outsourcing; discuss ethical issues related to the management and use of business information systems."
FIT2091,Creative computing studio 1,Faculty of Information Techonology,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,FIT1046,,2,"Creative computing studio 1 builds upon the skills learnt in Creative computing foundations and introduces students to digital graphic and video technologies for the web. The basics of web design and production introduced in Creative computing foundations are extended in this unit. Students will undertake projects that integrate a range of multimedia resources to design and develop original digital images, motion graphic sequences and interactive webpages. In their final assignment, students will collaborate in groups of two or three to realise their multimedia creation."
