UnitCode,UnitName,Faculty,LocationAndTime,CreditPoints,EFTSL,Preqs,Proh,SCABand,Sypnosis
AHT2011,Baroque to enlightenment: European art before modernism,"Faculty of Arts, Design and Architecture","[[['Caulfield'], ['First semester 2017 (Day)']]]",6,0.125,"12 credit points at first year level in Art History & Theory, or Theory of Art & Design, or Visual Culture, or permission from the Unit Coordinator",AHT3011,1," This unit focuses on European art of the seventeenth and eighteenth centuries. Key historical and theoretical topics in the art of the period will be considered, such as: the emphasis in Italian and Spanish Baroque art on spectacle, excess and spirituality; the tradition and legacy of French classicism from Poussin to Ingres; Northern European genre and still-life painting; art as politics and social commentary in France, England and Spain; the emergence of landscape and the philosophy of the picturesque and the sublime; the eroticism and escapism of Rococo; and the phenomenon of Romanticism.The unit will provide students with an understanding of the history and historiography of European art after the Renaissance and before Modernism. Recent research and current topics of debate will be emphasised in lectures, seminar discussions and readings."
AHT2025,The body in contemporary art,"Faculty of Arts, Design and Architecture","[[['Caulfield'], ['Second semester 2017 (Day)']]]",6,0.125,"12 credit points at first year level in Art History and Theory, or Theory of Art and Design, or Visual Culture,  or permission from Unit Coordinator","TAD3025, TAD2025, AHT3025",1,"This unit concentrates on the artist's body in art, including photography, performance, painting, sculpture, video and multi-media art. It will consider examples from the history of 20th century art but will focus primarily on art practice since 1960. The unit will deal with issues of identity, gender, sexuality and difference, drawing on performative theories of subjectivity. It will look closely at experimental art practices and how these practices have sought to close the gap between art and life; from the Happenings of the 1960s, through the body art of the 1960s and 70s, to relational aesthetics, and flash mob performance works in the 2000s. The unit will investigate live action in contrast to represented action, and will consider the live action and its remediation in video, digital art and film."
AHT2102,International art 1945-1990,"Faculty of Arts, Design and Architecture","[[['Caulfield'], ['First semester 2017 (Day)']]]",6,0.125,"12 credit points at first year level in Art history and theory, or Theory of Art and Design, Visual Culture or permission from Unit Coordinator.","TAD2112, TAD3102, TAD3112",1,"International Art 1945-1990 covers the art produced in the second half of the 20th century and its relevance to contemporary practice. Various actions, interventions and critiques of institutions, museums and the art market will be considered, as well as feminist, queer and non-Western perspectives. An objective of the unit is to reach an understanding of the way art-historical discourses promote and exclude certain practices and practitioners (especially due to gender, race, sexuality and location), with an emphasis on incorporating recent research on artists who were previously excluded from the historical ""canon""."
AHT2105,Contemporary international art,"Faculty of Arts, Design and Architecture",[],6,0.125,"12 credit points at first year level in Art history and theory, or Theory of Art and Design, Visual Culture or permission from Unit Coordinator.",Must not have passed unit TAD3105,1,"This unit considers contemporary international art from a variety of perspectives, with each week aligned to a relevant, local exhibition. The unit covers a range of material concerns: sculptural, painterly, filmic, performative, durational, conceptual and so on. Themes may change in different years, but include such questions as ""What is contemporary art?"", ""How do we define aesthetics after conceptualism?"" and ""How can art be political today?"" The course also covers institutional concerns, such as methods of dissemination, global reach, biennales, gallery contexts and curatorial implications. With help from teaching staff, students are encouraged to focus the assessment tasks on the concerns of their studio practice or art writing and art history interests."
AHT2120,Art and social change,"Faculty of Arts, Design and Architecture",[],6,0.125,"12 credit points at first year level in Art history and theory, or Theory of Art and Design, Visual Culture or permission from Unit Coordinator.",Must not have passed TAD3120,1,"This unit looks at key moments in history in which art and artists have actively strived to generate social change. With a particular focus on the late 20th and 21st centuries, Art and Social Change critically explores the dynamic sites in which art, life and activism intersect. Diverse contexts and artistic practices will be examined. Topics include the use of art in political propaganda, culture jamming, identity politics, indigenous art and politics, the environment, art and the impact of global terrorism, and critiques of the art world itself. These thematic weekly study topics will be complimented by discussions of theory from key writers and theorists in the field."
AHT2130,Renaissance to Baroque: Italian art and architecture in context,"Faculty of Arts, Design and Architecture","[[['Prato'], ['Trimester 3 2017 (Day)']]]",6,0.125,"12 credit points at first year level in Art History and Theory, or Theory of Art and Design, or Visual Culture,  or permission from Unit Coordinator",,1,"This unit focuses on the art and architecture of early modern Italy. Key examples of Renaissance, Mannerist and Baroque painting, sculpture, architecture, material culture, urbanism and landscape design are considered on site and in context. The principles of early modern Italian art and architectural theory are introduced, from the Renaissance emulation of Classical culture to the Baroque preoccupation with spectacle. The unit also emphasizes the multiple ways in which historical viewers experienced art: as aesthetic object, as narrative, as craft, as divine presence, and as talisman."
AHT2136,Contemporary art fieldwork: context and site,"Faculty of Arts, Design and Architecture",[],6,0.125,"12 credit points at first year level in Art History and Theory, or Theory of Art and Design, or Visual Culture,  or permission from Unit Coordinator",,1,"This unit focuses on research in contemporary art and architecture. Using international exhibitions of contemporary art, and/or art historical sites the unit will direct students through a fieldwork program. This will consider the context and conditions of contemporary art and architecture exhibition.  Issues of contemporary art and its audiences will be engaged and/or the opportunity for art historical research. Taking advantage of contemporary exhibition opportunities, the unit will allow for a study of a contemporary artist's work in situ and/or a historical artwork."
AHT2137,Art and the moving image,"Faculty of Arts, Design and Architecture","[[['Caulfield'], ['Second semester 2017 (Day)']]]",6,0.125,"12 credit points at first year level in Art History and Theory, or Theory of Art and Design, or Visual Culture,  or permission from Unit Coordinator",,1,"The overall objective of this unit is to gain an understanding of the history of the moving image as it sits in a contemporary art context. The course will cover a range of moving image works, from feature-length films produced with a cinema audience in mind to short films and artist-made films made for art audiences, gallery installations and non-cinematic modes of projection."
AHT2138,"Space, place and society","Faculty of Arts, Design and Architecture","[[['Caulfield'], ['First semester 2017 (Day)']]]",6,0.125,"12 credit points at first year level in Art History and Theory, or Theory of Art and Design, or Visual Culture,  or permission from Unit Coordinator",,1,"This unit focuses on the representation, design, experience and interpretation of space, both in Australia and abroad. Concepts of space and place are central to any understanding of modern society and culture and are at the forefront of scholarship and thought in several disciplines. This unit considers the aesthetics, politics and ethics of a wide range of social spatial environments, discourses and environments, with a particular emphasis on the  ideas of space as inclusion and space as exclusion."
AHT2207,Popular culture,"Faculty of Arts, Design and Architecture","[[['Caulfield'], ['First semester 2017 (Day)']]]",6,0.125,"12 credit points at first year level in Art History and Theory, or Theory of Art and Design, or Visual Culture,  or permission from Unit Coordinator","TAD3207, TAD3217, AHT3207",1,"Popular Culture offers a history of popular culture from the late 18th century when the idea first arose through to the present. The course also offers a survey of the most important methodological approaches to popular culture. Topics touched on range from Immanuel Kant's theorisation of the ""Fine Arts"" to the folk music of Bob Dylan. The course concludes with the speculation that the era of popular culture is now over with the rise of the internet."
AHT2440,Photography: History and theory,"Faculty of Arts, Design and Architecture",[],6,0.125,"12 credit points at first year level in Art history and theory, or Theory of Art and Design, Visual Culture or permission from Unit Coordinator.","VSA2440, VSA3440, CLS2440, CLS3440, TAD3440, AHT3440",1,"This unit will offer a history of photography from its invention in the mid-nineteenth century through to the present. It will also offer a survey of the various attempts to theorise the new medium of photography. The unit will conclude with a detailed consideration of the new ""digital"" era we are now living in, in which not only is ""photography"" the dominant artistic medium and technique but the whole world becomes in effect ""photographic"". Today it is arguable that ""photography' in the form of the digital not only determines the making of images but also their circulation and reception."
AHT2530,Neo-Baroque aesthetics: History and theory,"Faculty of Arts, Design and Architecture",[],6,0.125,"12 credit points at first year level in Art History and Theory, or Theory of Art and Design, or Visual Culture,  or permission from Unit Coordinator","VSA2530, VSA3530, TAD2530, TAD3530, AHT3530",1,"This unit focuses on Neo-Baroque aesthetics in contemporary culture and their historical antecedents. The Baroque themes of spectacle, trompe l'oeil excess, and incorporeal experience will be examined with reference to the visual arts from Caravaggio to Borromini. The return of these preoccupations in contemporary art and media will also be explored. Key historical and theoretical topics, such as the status of illusionism  and narrative in art, the representation of spirituality, sexuality and death, and the recent 'remediation'of earlier visual forms and ideas will be emphasized."
AHT2602,Art criticism and curatorship,"Faculty of Arts, Design and Architecture",[],6,0.125,"12 credit points at first year level in Art history and theory, or Theory of Art and Design, Visual Culture or permission from Unit Coordinator.","TAD2602, TAD3602, AHT3602,",1,"This unit explores the related practices of art criticism and curatorship and their role in communicating art to its publics. It offers a brief history of criticism/curatorship and critical/curatorial approaches, an assessment of reviews, including those of local exhibitions in Melbourne, and considerations of the theoretical underpinnings of critical reception. Students are invited to explore how they might themselves participate in the production of visual critique in the form of exhibition reviews, catalogue essays, curatorial statements, artist statements and so forth."
AHT2712,Curating: Histories and theories,"Faculty of Arts, Design and Architecture","[[['Caulfield'], ['Second semester 2017 (Day)']]]",6,0.125,"12 credit points at first year level in Art History & Theory, or Theory of Art & Design, or Visual Culture, or permission from the Unit Coordinator",AHT3712,1," This unit will offer students an introduction to the most important and influential theories of curating and provide an overview of the history of curating from the mid-18th century on. Although the unit will focus on curating insofar as it involves art objects, it will also point to both historical instances of curation that did not involve art objects (eg. Wunderkammers) and present-day instances of curating where the term has become virtually synonymous with any act of selection (music, photographs, food). The overall aim of the unit is provide students with a working vocabulary so that they can ask critical questions of the contemporary practice of curation.Lectures will largely provide a chronological history of curation, starting with early museums and collections, but with an emphasis on the rise of curating and the figure of the curator from the mid-1970s on. A number of key instances of curation (particular exhibitions and international Biennales and Triennials) will be selected for particular analysis. In this way, students will be given both an overall history of art curation and a way of thinking the term's almost infinite expansion in the present. The overall aim of the unit is to provide students with an appropriate working method for any curation they might undertake in the future and a way of thinking about issues of curation if they choose to work in a museum or write about art. In some ways, the unit is intended as a preliminary to the more practice-based unit Curating: Practice, although this is not its only possible outcome."
AHT2722,Curating: Practices,"Faculty of Arts, Design and Architecture","[[['Caulfield'], ['Second semester 2017 (Day)']]]",6,0.125,"12 credit points at first year level in Art History & Theory, or Theory of Art & Design, or Visual Culture, or permission from the Unit Coordinator",AHT3722,1,"Curating: Practices is intended as a complement to Curating: Histories and Theories (although the units may be taken in any order). In this unit, students are encouraged to plan and execute one or several acts of curation. Following the practice of contemporary curation, these acts of curation need not necessarily involve works of art. Students may curate photographs, their hobbies, pieces of art writing, their own objects or those of others. However, the emphasis will be on the final ""public"" (whether in reality or using such technologies as the internet) exhibition of such curation and the student's ability to explain and justify this curation. Students will work with their lecturer throughout the semester to develop this exhibition/series of exhibitions. Classes will consist of 3-hour long seminars in which the lecturer works with the students, and the students along with the lecturer will hold ""crit"" sessions in which proposed and upcoming exhibitions are discussed and workshopped. As in art-making classes, an end-of-class overall exhibition will be planned, and part of the unit will require students (along with the lecturer) to plan how such an overall exhibition of exhibitions might be conceived, planned and brought to practical realisation. It is even possible that in the medium term, this unit will become responsible for a number of end-of-year and end-of-semester exhibitions around the campus."
AHT2740,Australian art,"Faculty of Arts, Design and Architecture",[],6,0.125,"12 credit points at first year level in Art history and theory, or Theory of Art and Design, Visual Culture or permission from Unit Coordinator.","ATS2740, ATS3740, TAD2740, TAD3740, AHT3740",1,"Australian Art offers a broad historical survey of Australian art from European colonisation to the present. Topics examined will be the First Fleet artists, the work of John Glover, the Heidelberg School, Australian modernism, post-War Australian landscape, the work of Albert Namatjira and Margaret Preston and the work of a number of contemporary Australian artists, including Gordon Bennett and Tracey Moffatt. The course will ask questions concerning the ""Australianness"" of Australian art and whether we can write a new history of Australian art appropriate to contemporary conditions."
AHT2801,The medium in contemporary art,"Faculty of Arts, Design and Architecture",[],6,0.125,"12 credit points at first year level in Art History and Theory, or Theory of Art and Design, or Visual Culture,  or permission from Unit Coordinator","TAD2801, TAD3801, AHT3801",1,"This unit examines the medium and its materiality across a range of visual art practices including: painting, sculpture, installation, photography, video, multi-media, social practices and performance art. It focuses on a historical lineage of art's mediums and disciplines and how they are framed, constituted and judged in a diverse range of academic fields. Concepts and traditions of modern aesthetics, the effect of late-capitalism, socio-economic critiques of art and technology are pivotal to any understanding of how art's form moves between modes of medium-specificity to trans-disciplinary realms. The unit introduces key theoretical tenets to analyse late modernist and contemporary art practices as case studies. It introduces students to the critical dialogue around the medium and artists' material processes."
AHT3001,Art writing and criticism,"Faculty of Arts, Design and Architecture","[[['Caulfield'], ['First semester 2017 (Day)']]]",6,0.125,"12 credit points at first year level in Art History & Theory, or Theory of Art & Design, or Visual Culture, or permission from the Unit Coordinator",AHT2001,1," Art Writing and Criticism is a unit in the ""practical"" dimension of the study of art history. Students will explore the various registers, genres and venues in which the discussion of art is carried out today - from academic journals, magazines, newspapers to online. Students will both gain a theoretical perspective on these different approaches to the discussion of art and their various histories and themselves undertake a number of practical exercises in writing in these different styles and formats. Students will especially be directed to thinking what is the future of the discussion of art in the new age of the internet and the electronic media. What opportunities can they think of for themselves and others to put the art-historical knowledge they otherwise gain in their studies to practical use in the public arena?Throughout the unit a number of practical exercises in writing about art will be undertaken, giving students a sense of the different requirements for different kinds of writing. Above all, they will form the habit of writing about art, and understand that writing about art is a ""practice"" just as artists have a practice. To this extent, Art Writing and Criticism must be seen as allied to the new units offered in art curation (Curating: Histories and Theories and Curating: Practices) in opening up to students studying Art History certain ""practical"" or ""vocational"" outcomes for their skills and knowledges."
AHT3011,Baroque to enlightenment: European art before modernism,"Faculty of Arts, Design and Architecture","[[['Caulfield'], ['First semester 2017 (Day)']]]",6,0.125,"12 credit points at first year level in Art History & Theory, or Theory of Art & Design, or Visual Culture, or permission from the Unit Coordinator",AHT2011,1," This unit focuses on European art of the seventeenth and eighteenth centuries. Key historical and theoretical topics in the art of the period will be considered, such as: the emphasis in Italian and Spanish Baroque art on spectacle, excess and spirituality; the tradition and legacy of French classicism from Poussin to Ingres; Northern European genre and still-life painting; art as politics and social commentary in France, England and Spain; the emergence of landscape and the philosophy of the picturesque and the sublime; the eroticism and escapism of Rococo; and the phenomenon of Romanticism.The unit will provide students with an understanding of the history and historiography of European art after the Renaissance and before Modernism. Recent research and current topics of debate will be emphasised in lectures, seminar discussions and readings."
AHT3025,The body in contemporary art,"Faculty of Arts, Design and Architecture","[[['Caulfield'], ['Second semester 2017 (Day)']]]",6,0.125,"12 credit points at second year level in Art History and Theory, or Theory of Art and Design, or Visual Culture,  or permission from Unit Coordinator","TAD2025, TAD3025, AHT2025",1,"This unit concentrates on the artist's body in art, including photography, performance, painting, sculpture, video and multi-media art. It will consider examples from the history of 20th century art but will focus primarily on art practice since 1960. The unit will deal with issues of identity, gender, sexuality and difference, drawing on performative theories of subjectivity. It will look closely at experimental art practices and how these practices have sought to close the gap between art and life; from the Happenings of the 1960s, through the body art of the 1960s and 70s, to relational aesthetics, and flash mob performance works in the 2000s. The unit will investigate live action in contrast to represented action, and will consider the live action and its remediation in video, digital art and film."
AHT3102,International art 1945-1990,"Faculty of Arts, Design and Architecture","[[['Caulfield'], ['First semester 2017 (Day)']]]",6,0.125,"12 credit points at second year level in Art history and theory, or Theory of Art and Design, Visual Culture or permission from Unit Coordinator.","TAD2102, TAD2112, TAD3112, AHT2102",1,"International Art 1945-1990 covers the art produced in the second half of the 20th century and its relevance to contemporary practice. Various actions, interventions and critiques of institutions, museums and the art market will be considered, as well as feminist, queer and non-Western perspectives. An objective of the unit is to reach an understanding of the way art-historical discourses promote and exclude certain practices and practitioners (especially due to gender, race, sexuality and location), with an emphasis on incorporating recent research on artists who were previously excluded from the historical ""canon""."
AHT3105,Contemporary international art,"Faculty of Arts, Design and Architecture",[],6,0.125,"12 credit points at second year level in Art history and theory, or Theory of Art and Design, Visual Culture or permission from Unit Coordinator.","TAD2105, TAD3105, AHT2105",1,"This unit considers contemporary international art from a variety of perspectives, with each week aligned to a relevant, local exhibition. The unit covers a range of material concerns: sculptural, painterly, filmic, performative, durational, conceptual and so on. Themes may change in different years, but include such questions as ""What is contemporary art?"", ""How do we define aesthetics after conceptualism?"" and ""How can art be political today?"" The course also covers institutional concerns, such as methods of dissemination, global reach, biennales, gallery contexts and curatorial implications. With help from teaching staff, students are encouraged to focus the assessment tasks on the concerns of their studio practice or art writing and art history interests."
