UnitCode,UnitName,Faculty,LocationAndTime,CreditPoints,EFTSL,Preqs,Proh,SCABand,Sypnosis
ACC2100,Financial accounting,Faculty of Business and Economics,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['Malaysia'], ['First semester 2017 (Day)']]]",6,0.125,"Students must have passed one of the following units: ACC1030, AFC1030, ACC1100.","ACF2100, ACB2491, AFF2491, ACF2491, AFG2491, ACG2491, AFW2491, ACW2491, ACC2120, AFC2120.",3,"This unit examines financial accounting issues associated with the operation of corporate structures. Topics include financial reporting requirements, financing company operations, business combinations, the nature of corporate groups, the preparation of consolidated financial statements and financial statement analysis."
ACC2200,Introduction to management accounting,Faculty of Business and Economics,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['Malaysia'], ['First semester 2017 (Day)']]]",6,0.125,"Students must have passed one of the following units: ACC1100, ACC1030, AFC1030.","ACB2020, AFC2131, ACC2131, AFG2020, ACG2020, AFW2020, ACW2020, AFF2391, ACF2391, ACF2200.",3,"This introductory management accounting unit focuses on the types of cost information that can be produced to assist managers and other employees within organisations in planning and control, and in decision-making. Topics include: costs and cost behaviour, product costing, cost allocation techniques, cost-volume-profit analysis, and the use of cost information for management decisions."
ACC2400,Accounting information systems,Faculty of Business and Economics,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",6,0.125,"Students must have passed one of the following units: AFF1000, ACF1000, AFP1000, ACB1000, ACP1000, ACC1000, AFC1000, ACF1100, ACC1100, ACP1100, ACC1200, ACP1200, ACF1200, ACW1100, ACW1200.","ACF2400, ACB2851, ACC2851, ACF2851, ACG2851, ACP2851, ACW2851, BUS1060, BUS3030, AFF2851, AFC2851, AFW2851, AFP2851.",3,"At the core of Accounting Information Systems is the idea that accountants must understand the core business processes that underpin the business activities in an organisation and generate transaction data. Thus, the objective of this unit is to provide students with a broad introduction to the core business processes. Further, given the role technology plays in accounting, with many accounting systems being computerised, other topics covered include: how hardware, software and human processes turn data into useful financial and non-financial information for decision making, methods for documenting and analysing business processes, principles of effective spreadsheet design, systems development and maintenance, and the need to understand internal controls in order to ensure (information and other) resources remain secure from losses through both inadvertent and malicious actions."
ACC2888,Industry-based learning period A,Faculty of Business and Economics,[],12,0.250,"Students must have completed 48 credit points, including AFC1030 or ACC1030.",AFC2888,3,"Over the 14 week period of full-time employment, students will be required to complete one or more specified projects. The projects will be determined by the course coordinator in consultation with the sponsor and the student undergoing the industry-based learning."
ACC3100,Advanced financial accounting,Faculty of Business and Economics,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['Malaysia'], ['Second semester 2017 (Day)']]]",6,0.125,"Students must have passed one of the following units: AFC2120, ACC2120, ACC2100.","ACB3050, AFF3491, ACF3491, AFG3040, ACG3040, AFC3120, ACC3120, AFG3050, ACG3050, AFW3040, ACW3040, AFW3050, ACW3050, ACF3200.",3,"This unit explores advanced financial accounting issues, building on knowledge and skills gained in earlier units in financial accounting. A range of theories used to assess accounting decisions, reporting practices and regulation are examined. The unit focuses on a number of contemporary accounting issues including: measurement, intangible assets, financial instruments, foreign currency transactions and integrated reporting."
ACC3200,Management accounting,Faculty of Business and Economics,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['Malaysia'], ['Second semester 2017 (Day)']]]",6,0.125,"Students must have completed one of the following units: AFC2131, ACC2131, ACC2200","ACC3131, AFC3131, ACF3431, AFF3431, ACB3021, AFW3021, ACW3021, AFG3021, ACG3021, ACF3200",3,"This unit focuses on the provision and use of management accounting information for management planning and control in organisations. Technical and behavioural issues related to budgeting, variance analysis, performance measurement, and value chain management are considered."
ACC3600,Auditing and assurance,Faculty of Business and Economics,"[[['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['Malaysia'], ['Second semester 2017 (Day)']]]",6,0.125,"Students must have passed one of the following units: ACC2100, AFC2120, ACC2120.","ACF3631, AFF2631, ACC3160, AFC3160, ACB3041, AFW3041, ACW3041, AFG3041, ACG3041, ACF3600, AFF3631.",3,"This unit encompasses the nature and purpose of audit and assurance services, and the regulatory and professional environment in which they operate. Students apply professional, ethical and legal requirements stemming from the assurance framework and applicable auditing pronouncements to 'real world' scenarios."
ACC3888,Industry-based learning period B,Faculty of Business and Economics,[],12,0.250,"Students must have completed 72 credit points, including AFC2120 or ACC2120.",AFC3888,3,"Over the 12 week period of full-time employment, students will be required to complete one or more specified projects. The projects will be determined by the course coordinator in consultation with the sponsor and the student undergoing the industry-based learning."
ACC5903,Accounting for business,Faculty of Business and Economics,"[[['Clayton'], ['First semester 2017 (Day)', 'First semester 2017 (Evening)', 'Second semester 2017 (Day)', 'Second semester 2017 (Evening)']]]",6,0.125,,"ACF5903, AFX9003 AND students enrolled in any of the following courses are prohibited: 0790, 0826, 3843, 4402, 0503, 3850, 4401, B6011, B6015",3,"This unit examines accounting as an information system. It will introduce students to accounting principles and reporting practices from a user's perspective. The information requirements of two main groups are examined - external users such as owners, shareholders, investors, potential investors, and internal users such as managers. This unit provides students with an introduction to accounting and an understanding of the preparation, presentation and interpretation of financial statements. In particular, emphasis is placed on an understanding of various business structures including control and reporting aspects of new businesses, processes, practices and policies that enable the financial performance and financial position of an entity, as displayed by the balance sheet, income statement and statement of cash flows, to be measured, analysed and interpreted. Managerial accounting issues are also presented, with particular emphasis on cost management, cost behaviour, budgeting and performance measurement."
ACF1100,Introduction to financial accounting,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [[], ['Trimester A 2017 (Day)', 'Trimester B 2017 (Day)', 'Trimester C 2017 (Day)']]]",6,0.125,,"ACB1002, AFF1121, ACF1121, AFG1002, ACG1002, AFC1030, AFW1002, ACW1002, ACC1100, ACP1100.",3,"This unit provides students with an introduction to financial accounting guided by the Conceptual Framework and Accounting Standards. Emphasis is placed on accounting processes, practices and policies that enable the financial statements to be prepared. Students will integrate theoretical and technical knowledge learned and exercise judgement to explore accounting issues."
ACF1200,Accounting for managers,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [[], ['Trimester A 2017 (Day)', 'Trimester B 2017 (Day)', 'Trimester C 2017 (Day)']]]",6,0.125,," Students enrolled in the Bachelor of Business specialist (B20031 Bachelor of Accounting)ACB1000, ACC1000, ACF1000, ACP1000, ACG1000, ACW1000, ACC1200, ACP1200, ACC1100, ACF1100, ACP1100 and ACW1100",3,"This unit introduces basic accounting concepts to non-accountants. The information requirements of two main groups of information users are examined - external users such as current and potential investors and internal users such as managers. This unit provides an introduction to the structure, meaning, analysis and interpretation of financial statements, in addition to exploring financial issues confronting managers, such as cost and performance measurement and budgeting."
ACF2100,Financial accounting,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [[], ['Trimester A 2017 (Day)', 'Trimester B 2017 (Day)', 'Trimester C 2017 (Day)']]]",6,0.125,"Students must have passed one of the following units: ACF1121, AFF1121, ACF1100, ACP1100.","ACB2491, AFF2491, ACF2491, AFG2491, ACG2491, AFW2491, ACW2491, ACC2120, AFC2120, ACC2100.",3,"This unit examines financial accounting issues associated with the operation of corporate structures. Topics include financial reporting requirements, financing company operations, business combinations, the nature of corporate groups, the preparation of consolidated financial statements and financial statement analysis."
ACF2200,Introduction to management accounting,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [[], ['Trimester A 2017 (Day)', 'Trimester B 2017 (Day)', 'Trimester C 2017 (Day)']]]",6,0.125,"Students must have passed one of the following units: ACF1100, ACF1121, AFF1121, ACP1100.","ACB2020, AFC2131, ACC2131, AFG2020, ACG2020, AFW2020, ACW2020, AFF2391, ACF2391, ACC2200.",3,"This introductory management accounting unit focuses on the types of cost information that can be produced to assist managers and other employees within organisations in planning and control, and in decision-making. Topics include: costs and cost behaviour, product costing, cost allocation techniques, cost-volume-profit analysis, and the use of cost information for management decisions."
ACF2400,Accounting information systems,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [[], ['Trimester A 2017 (Day)', 'Trimester B 2017 (Day)', 'Trimester C 2017 (Day)']]]",6,0.125,"Students must have passed one of the following units:  AFF1000, ACF1000, AFP1000, ACB1000, ACP1000, ACC1000, AFC1000, ACF1100, ACC1100, ACP1100, ACC1200, ACP1200, ACF1200, ACW1100, ACW1200.","ACB2851, ACC2851, ACF2851, ACG2851, ACP2851, ACW2851, BUS1060, BUS3030, AFF2851, AFC2851, AFW2851, AFP2851, ACC2400.",3," At the core of Accounting Information Systems is the idea that accountants must understand the core business processes that underpin the business activities in an organisation and generate transaction data. Thus, the objective of this unit is to provide students with a broad introduction to the core business processes.Further, given the role technology plays in accounting, with many accounting systems being computerised, other topics covered include: how hardware, software and human processes turn data into useful financial and non-financial information for decision making, methods for documenting and analysing business processes, principles of effective spreadsheet design, systems development and maintenance, and the need to understand internal controls in order to ensure (information and other) resources remain secure from losses through both inadvertent and malicious actions."
ACF3100,Advanced financial accounting,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [[], ['Trimester A 2017 (Day)', 'Trimester B 2017 (Day)', 'Trimester C 2017 (Day)']]]",6,0.125,"Students must have passed one of the following units: AFF2491, AFC2491, ACC2100.","ACB3050, AFF3491, ACF3491, AFG3040, ACG3040, AFC3120, ACC3120, AFG3050, ACG3050, AFW3040, ACW3040, AFW3050, ACW3050, ACC3200",3,"This unit explores advanced financial accounting issues, building on knowledge and skills gained in earlier units in financial accounting. A range of theories used to assess accounting decisions, reporting practices and regulation are examined. The unit focuses on a number of contemporary accounting issues including: measurement, intangible assets, financial instruments, foreign currency transactions and integrated reporting."
ACF3200,Management accounting,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [[], ['Trimester A 2017 (Day)', 'Trimester B 2017 (Day)', 'Trimester C 2017 (Day)']]]",6,0.125,"Students must have completed one of the following units: AFF2391, ACF2391, ACF2200","ACC3131, AFC3131, ACF3431, AFF3431, ACB3021, AFW3021, ACW3021, AFG3021, ACG3021, ACC3200",3,"This unit focuses on the provision and use of management accounting information for management planning and control in organisations. Technical and behavioural issues related to budgeting, variance analysis, performance measurement, and value chain management are considered."
ACF3600,Auditing and assurance,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [[], ['Trimester A 2017 (Day)', 'Trimester B 2017 (Day)', 'Trimester C 2017 (Day)']]]",6,0.125,"Students must have passed one of the following units: AFF2491, ACF2491, ACF2100","ACF3631, AFF2631, ACC3160, AFC3160, ACB3041, AFW3041, ACW3041, AFG3041, ACG3041, ACC3600",3,"This unit encompasses the nature and purpose of audit and assurance services, and the regulatory and professional environment in which they operate. Students apply professional, ethical and legal requirements stemming from the assurance framework and applicable auditing pronouncements to 'real world' scenarios."
ACF3900,Global issues in accounting,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",6,0.125," Students must have completed the following five units:ACF1100, ACF2100, ACF2200, ACF2400, and ACF3200.",,3,"This capstone unit integrates prior learning gained throughout the Bachelor of Accounting course and prepares students for transition to a professional career and for undertaking postgraduate studies. Students will be required to analyse, synthesise, critically evaluate, and apply knowledge and skills acquired over the course of their studies to real-world scenarios. Students will also be required to reflect on the role of accounting in organisations and society more generally, and will develop professional judgement, as well as the key skills that are expected of accountants."
ACF5001,Research project in accounting,Faculty of Business and Economics,"[[['Caulfield'], ['Second semester 2017 (Day)']]]",12,0.250,ACX4000,,3,Students conduct and report on a research project that addresses an important issue in business. The research is likely to have practical as well as theoretical outcomes and implications. The research project is completed under the supervision of academic staff from the Department of Accounting.
ACF5080,Management control systems,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)', 'Second semester 2017 (Evening)']]]",6,0.125,If students are enrolled in course 0503 or B6002 there are no prerequisites. For students enrolled in other courses the prerequisite is ACF5955.,AFF5080,3,"This unit examines key issues in management accounting, focusing on the relationship between management control systems, behavioural implications, and strategy. Topics include the design and evaluation of management control systems, especially behavioural implications, control typologies, and linkages to corporate governance, ethical issues and value creation. Management control issues in not-for-profit organisations will also be examined."
ACF5100,Strategic management accounting,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'First semester 2017 (Evening)', 'Second semester 2017 (Day)']]]",6,0.125,"If students are enrolled in course 0503 there are no prerequisites. If students are enrolled in course 0748, 0790, 0826, 3843 or 4402 prerequisite is ACF5955.","AFF5100, ACC5100",3,In today's business environment the accountant engages with the organisation's senior managers and contributes to strategy formulation and implementation. This unit focuses on the concepts and techniques of business strategy formulation and how management accounting information systems act as a corporate control system providing information for strategic decisions.
ACF5120,Forensic accounting and fraud examination,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)', 'Second semester 2017 (Evening)']]]",6,0.125,If students are enrolled in course 0503 there are no prerequisites. For students enrolled in other courses the prerequisite is ACF5953.,"AFF5120, AFX5120, ACF5120, AFF5130",3,"This unit covers theoretical and practical issues relevant to forensic accounting and fraud examination. Forensic accounting is the application of investigative and analytical skills to resolve financial issues in a manner that meets standards required by courts of law. Fraud examination is the process used to resolve allegations of fraud through the accumulation of evidence, including the investigation of systems and internal controls, and the detection of fraud circumstances. The unit examines the investigative process as well as an array of tools and techniques used to investigate financial forensic issues and fraud. Topics include: methods and techniques used by forensic accountants to collect, analyse and report relevant information for supporting cases to be presented in court; the nature, prevention, detection and investigation of different types of fraud, including: financial statement fraud, fraud against the organisation, consumer fraud, and e-commerce fraud."
ACF5130,Financial statement analysis and business valuation,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)', 'Second semester 2017 (Evening)']]]",6,0.125,"If students are enrolled in courses 0503, 0504, 3818, 4401 and 4412 there are no prerequisites. If students are enrolled in course 4435 the prerequisites are ACF5903, ECF5953 and ETF5900. For students enrolled in other courses the prerequisite is ACF5953.","ACC5130, AFF5090, AFF5130",3,"The focus of this unit is on the process of business valuation. Topics include capital markets issues, evaluation of industry profitability, accounting analysis including evaluation of earnings management techniques, preparation of pro-forma statements, forecasting, bankruptcy analysis, and business valuation techniques."
ACF5150,Financial reporting issues,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'First semester 2017 (Evening)', 'Second semester 2017 (Day)']]]",6,0.125," If students are enrolled in course 0503 there are no prerequisites.For students enrolled in other courses, the prerequisite is ACF5953.","ACC5150, AFF5150",3,"The extent to which accounting theories provide a basis for determining the content of external financial reports and resolving accounting controversies. The subject will provide students with the opportunity to further develop skills of analysis, evaluation and synthesis in the areas of financial accounting and reporting and in the process create an awareness of some current developments in accounting regulation."
ACF5268,Accounting for healthcare managers,Faculty of Business and Economics,"[[[], ['Teaching Period 6 2017 (Online)']]]",6,0.125,,,3,"This unit introduces basic accounting principles for non-accountants. The information requirements of two main groups are examined - external users such as owners or investors; and internal users such as managers. The structure, meaning, analysis and interpretation of financial statements are explored, together with key measures of assessing financial performance. Financial issues confronting healthcare managers, such as budgeting, cost management and performance measurement are also introduced."
ACF5320,Business analytics,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'First semester 2017 (Evening)', 'Second semester 2017 (Day)']]]",6,0.125,,"ETC2480, ETF2480, ETW2480, AFX5320",3,"Business analytics and their applications to financial and management decision making will be explored for a range of business situations including: investment; planning; cash flow management; capital budgeting; contract awards; and risk analysis. Analytics covered include: problem structuring; multiple criteria decision making; optimisation; simulation; and data mining. Upon completion of this unit, students are expected to competently use selected analytics, to provide management interpretation of the solutions and to formulate business analyst's recommendations. The unit utilises advanced computer modelling tools available in Microsoft Excel and other modelling software packages."
ACF5330,Integrated systems for business enterprises,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)', 'Second semester 2017 (Evening)']]]",6,0.125," If students are enrolled in course B6002, 0503 or 4401 there are no prerequisites.For students enrolled in other courses, the prerequisite is ACF5904 or ACF5958.","BUS5700, FIT5101, AFX5330",3,"The objective of this unit is to introduce students to the business aspects of integrated enterprise systems. Enterprise systems are configurable business information systems that integrate information across multiple enterprise functions and business units, support key enterprise processes, and provide an enterprise wide view of business performance. Topics include systems and technology background, business processes and process reengineering, integration of core financial and logistics processes, enterprise wide reporting, and techniques for assessing enterprise productivity and enterprise dynamics. A well-known integrated enterprise system will be extensively used in this unit."
ACF5350,Applied contemporary accounting,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)', 'Second semester 2017 (Evening)']]]",6,0.125,ACF5100 or AFF5100 and ACF5120 or AFF5120 and ACF5130 or AFF5130 and ACF5150 or AFF5150,,3,"This capstone unit requires students to synthesize, analyse, evaluate and apply prior knowledge and skills gained throughout the Master of Accounting in a manner that is designed to enhance their ability to transition to a chosen career path. The unit adopts a thematic approach that examines how external and regulatory factors, decision making processes, and stakeholder expectations interact to drive contemporary organisational success. Collectively, these three interrelated pillars of knowledge provide a comprehensive framework for those aspiring for challenging accounting and finance positions. Content is delivered in a weekly seminar format and draws upon selected case studies that cover topics including strategy, corporate governance, financial reporting and performance management. Given the integrative nature of the unit, assessment is primarily based on a combination of individual and group case study analysis."
ACF5510,Integrated accounting,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'First semester 2017 (Evening)', 'Second semester 2017 (Day)', 'Second semester 2017 (Evening)']]]",6,0.125,"Students must have passed ACF5904 or ACF5958, plus ACF5955.",,3,"Accounting is concerned with the provision, analysis and communication of information to stakeholders. Accountants record, summarise, classify, interpret and communicate both financial and non-financial information. In this capstone unit, students will consolidate their previous learning gained throughout the Master of Professional Accounting course and apply their skills and knowledge directly in a team-based environment. The unit aims to prepare students for an accounting and finance career path. Using a virtual integrated business environment, the unit showcases a thematic approach that allows the interaction of regulatory, economic, social, ethical and global perspectives."
ACF5903,Accounting for business,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)', 'Second semester 2017 (Evening)']]]",6,0.125,,"AFX9003, GSB9004, MBA9004 AND students enrolled in any of the following courses are prohibited: 0790, 0826, 3843, 4402, 0503, 3850, 4401.",3,"This unit examines accounting as an information system.  It will introduce students to accounting principles and reporting practices from a users perspective. The information requirements of two main groups are examined - external users such as owners, shareholders, investors, potential investors, and internal users such as managers. This unit provides students with an introduction to accounting and an understanding of the preparation, presentation and interpretation of financial statements.  In particular, emphasis is placed on an understanding of various business structures including control and reporting aspects of new businesses, processes, practices and policies that enable the financial performance and financial position of an entity, as displayed by the balance sheet, income statement and statement of cash flows, to be measured, analysed and interpreted.  Managerial accounting issues are also presented, with particular emphasis on cost management, cost behaviour, budgeting and performance measurement."
ACF5904,Accounting information systems,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)', 'Second semester 2017 (Evening)']]]",6,0.125,Either ACF5950 or AFX9500,"AFF2851, AFC2851, AFX9520, AFX9521, AFX9580 and ACF5958",3,"Because most accounting systems are computerised, accountants must understand software and information systems to turn data into financial information and to develop and evaluate controls. This unit builds an understanding of the way accounting information systems work so that students may use, analyse and contribute to the design of accounting information systems and subsystems. Accordingly, the unit provides students with an understanding of critical information technologies that drive information systems; core business processes that allow an organisation to operate efficiently and effectively; common documentation tools used to diagram and assess business processes and databases; and internal control concepts that can be applied to mitigate risks."
ACF5950,Introductory accounting,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'First semester 2017 (Evening)', 'Second semester 2017 (Day)', 'Second semester 2017 (Evening)']]]",6,0.125,,"AFF9500, AFG9071, ACG5971, AFX9500",3,"This unit provides students with an introduction to accounting and an understanding of the preparation, presentation and interpretation of financial statements. In particular, emphasis is placed on accounting processes, practices and policies that enable the financial performance and financial position of an entity, as displayed by the balance sheet, income statement and statement of cash flows, to be measured, analysed and interpreted."
ACF5953,Financial accounting,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'First semester 2017 (Evening)', 'Second semester 2017 (Day)', 'Second semester 2017 (Evening)']]]",6,0.125,"If students are enrolled in course 0503 there are no prerequisites. If students are enrolled in course 0748, 0790, 0826, 3843 or 4402 the prerequisite is AFX9500 or ACF5950.","AFF9601, AFG9073, AFX4601, AFX9530",3,"An overview of the Australian financial reporting and regulatory framework for reporting entities, including an analysis of the relevant significant accounting standards, benchmarking against the conceptual framework, professional reporting requirements and stock exchange requirements. Financial reporting for corporate groups (including the impact of control, joint control and significant influence) and selected issues in financial reporting are also explored and benchmarked against the conceptual framework."
ACF5955,Management accounting,Faculty of Business and Economics,"[[['Caulfield'], ['First semester 2017 (Day)', 'First semester 2017 (Evening)', 'Second semester 2017 (Day)', 'Second semester 2017 (Evening)']]]",6,0.125,AFX9500 or ACF5950,"AFF9611, AFG9072, ACG5972, AFX5611, AFX9550",3,"This unit aims to develop students' understanding of the concepts and techniques of management accounting, and skills in the use of management accounting techniques to communicate decision-useful information to management. The unit content includes costing terminology, cost accumulation and recording systems, costing methods for both manufacturing and service-based organisations, how management accounting information informs key product decisions such as pricing and product mix, and the design of budget systems."
