UnitCode,UnitName,Faculty,LocationAndTime,CreditPoints,EFTSL,Preqs,Proh,SCABand,Sypnosis
EDF1039,Inclusivity and partnerships in early childhood education,Faculty of Education,"[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,,,1,"This unit introduces students to the concepts of inclusivity and the ways that family and professional partnerships are an essential element of early years education. It explores the rationales and practices in the early years setting and profession to achieve inclusion for all learners. Students engage in critical analysis of current inclusion and professional partnership practices locally and globally. Within this framework of analysis, the evaluation and application of evidence-based practice in relation to inclusivity and partnership is established. Major theoretical perspectives and current debates related to development are explored and students learn how to interpret and implement curriculum and legislative requirements that impact on professional practice and planning to meet diverse learner needs."
EDF1051,Early years professional experience 1A,Faculty of Education,"[[['Peninsula'], ['First semester 2017 (Day)']]]",0,0.000,,,1,"This unit monitors early years professional experience in the Bachelor of Education in Early Childhood and the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed."
EDF1052,Early years professional experience 1B,Faculty of Education,"[[['Peninsula'], ['Second semester 2017 (Day)']]]",0,0.000,EDF1051,,1,"This unit monitors early years professional experience in the Bachelor of Education in Early Childhood and the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed."
EDF1053,Primary professional experience 1A,Faculty of Education,"[[['Clayton'], ['First semester 2017 (Day)']], [['Peninsula'], ['First semester 2017 (Day)']]]",0,0.000,,,1,"This unit monitors primary professional experience in the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed."
EDF1054,Primary professional experience 1B,Faculty of Education,"[[['Clayton'], ['Second semester 2017 (Day)']], [['Peninsula'], ['Second semester 2017 (Day)']]]",0,0.000,EDF1053,,1,"This unit monitors primary professional experience in the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed."
EDF1055,Secondary professional experience 1A,Faculty of Education,"[[['Clayton'], ['First semester 2017 (Day)']], [['Peninsula'], ['First semester 2017 (Day)']]]",0,0.000,,,1,"This unit monitors secondary professional experience in the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed."
EDF1056,Secondary professional experience 1B,Faculty of Education,"[[['Clayton'], ['Second semester 2017 (Day)']], [['Peninsula'], ['Second semester 2017 (Day)']]]",0,0.000,EDF1055,,1,"This unit monitors secondary professional experience in the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed."
EDF1071,Introduction to health and physical education,Faculty of Education,"[[['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,,,1,"This unit introduces students to the three curriculum areas of health, physical education, and health and physical education, and provides foundation knowledge for subsequent curriculum units. The unit is the first in a sequence of studies that provides students with essential skills, knowledge and understandings to critically engage with new and established curriculum frameworks, models and pedagogical approaches. A focus on socio-critical and socio-ecological approaches and practical workshop sessions are designed to challenge students' thinking about health and physical education, introduce students to a range of pedagogies, and facilitate the application of theoretical insights to pedagogical practice. National and state curriculum and assessment frameworks provide a focus for investigation of the theoretical underpinnings of contemporary developments, and the influence of competing disciplinary perspectives and political, social and cultural factors on health and physical education curriculum texts and pedagogical practices. Exploration of international developments is used to extend insights into curriculum, pedagogy and assessment models and practices."
EDF1072,Contemporary issues in health and physical education,Faculty of Education,"[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,,,1,"This unit examines how understanding health and physical education (HPE) requires an appreciation of how our lives, the lives of our students and HPE content connect to broader issues within society. Within the context of 'teaching sensitive issues' and 'teaching difficult knowledge', students are supported to use sociological theories to examine power, relationships, difference and diversity. Issues explored are framed within a socio-cultural model for creating safe and supportive learning environments for young people and include sexuality, gender, sexual health, race, religion and ethnicity. Students investigate, critique and describe contemporary developments in HPE and consider how these have influenced, or are likely to influence, practices in schools. Students are introduced to key sociological ideas and are supported to develop knowledge of how to use theory to examine contemporary social issues as well as teaching practice. This deepens knowledge of and appreciation for complex issues in society and the role of HPE in creating safe and supportive learning environments for all students. Students are encouraged to reflect upon and consider how they might develop strategies as future teachers to respond to the issues examined. The unit supports students to implement relevant HPE curriculum in their future careers."
EDF1101,Fieldwork experience 1A,Faculty of Education,"[[['Clayton'], ['First semester 2017 (Day)']]]",0,0.000,,,1,This unit provides the means for managing fieldwork experience placements within the Bachelor of Education (Honours) course. This is the first of two fieldwork experience units students undertake in their first year.
EDF1102,Fieldwork experience 1B,Faculty of Education,"[[['Clayton'], ['Second semester 2017 (Day)']]]",0,0.000,,,1,This unit provides the means for managing fieldwork experience placements within the Bachelor of Education (Honours) course. This is the second of two fieldwork experience units students undertake in their first year.
EDF1103,Fieldwork experience in outdoor education and environmental studies 1A,Faculty of Education,"[[['Peninsula'], ['First semester 2017 (Day)']]]",0,0.000,,,2,"This unit monitors fieldwork taken concurrently with EDF1174 (Foundations of outdoor education and environmental studies). Students develop their experiential knowledge and skills in outdoor environments and apply, question, test and consolidate theories and concepts they are exploring in EDF1174. These experiences also provide students with the opportunity to build competencies in the professional requirements associated with fieldwork provision in outdoor education and environmental studies, that is, in the conduct of outdoor activities, safe planning, risk management and experience in the logistical support required for the provision of fieldwork programs."
EDF1104,Fieldwork experience in outdoor education and environmental studies 1B,Faculty of Education,"[[['Peninsula'], ['Second semester 2017 (Day)']]]",0,0.000,,,2,"This unit monitors fieldwork taken concurrently with EDF1175 (Ways of knowing outdoor environments). Students develop their experiential knowledge and skills in outdoor environments and apply, question, test and consolidate theories and concepts that students are exploring in EDF1175. These experiences also provide students with the opportunity to build competencies in the professional requirements associated with fieldwork provision in outdoor education and environmental studies, that is, in the conduct of outdoor activities, safe planning, risk management and experience in the logistical support required for the provision of fieldwork programs."
EDF1151,Fundamentals of the English language,Faculty of Education,"[[['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,,,1,"This unit develops students' knowledge and understanding of the fundamentals of the English language including oral language, listening, speaking, reading and writing. They gain an historical sense of how English and literacy have been shaped since the introduction of mass schooling. Students explore conceptual frameworks and theoretical ideas that help them to understand how the English language works so they can learn to communicate effectively through a range of coherent and well-structured texts. They learn how language enables people to interact effectively and explore how language builds and maintains relationships and is a means to exchange knowledge, skills, attitudes and opinions. Finally, the unit builds on students' personal literacies to further enhance their knowledge and skills as future literacy practitioners."
EDF1152,Reading and writing the world,Faculty of Education,"[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,,,1,"In this unit students explore and critique a range of literature of personal, social, cultural and aesthetic value. Students learn to appreciate the value of exploring and creating their own literary texts in order to develop their understanding of how literature can enrich the human experience and their knowledge about how language can be used in creative, powerful and purposeful ways."
EDF1161,Doing and learning mathematics,Faculty of Education,"[[['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,,,2,"This unit provides students with the opportunity to experience mathematics as a problem-solving discipline and to explore how mathematical knowledge, both within the discipline itself and within individual learners, develops from activity (mental as well as physical) and to reflect upon such activity. Prospective primary school teachers may not have had positive experiences of mathematics and may not be confident of their mathematics. Therefore, the unit challenges students in a supportive environment through 'low threshold' activities designed to promote understanding of mathematical concepts and processes (proficiencies), and build confidence so that students see themselves as mathematically able learners and teachers. The chosen activities have 'high ceilings' that allow the more mathematically confident students to stretch their thinking. Mathematics has its own value and beauty and this unit aims to develop an appreciation of the elegance and power of mathematical reasoning."
EDF1162,Subject knowledge for teaching: Number and algebra,Faculty of Education,"[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,,,2,"This unit is framed around the importance of teachers having a profound and flexible understanding of fundamental mathematics, particularly as it relates to number and algebra. The core of the unit involves students working in groups on carefully selected mathematics problems that focus on a deep conceptual and connected understanding of number and early algebra. Carefully chosen problems, together with whole class discussion emerging from students' work on the problems, challenge students to reason about the mathematics and develop their problem-solving skills. Importantly, students are encouraged to view learning as supported by dialogue and to develop their own understandings through working with others' thinking on a topic. Students learn to communicate mathematical ideas effectively, using a range of media including information and communication technologies (ICTs)."
EDF1171,Sociocultural foundations of health and physical education,Faculty of Education,"[[['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,,,1,"This unit introduces students to the sociocultural foundations of health and physical education. Using the sub-disciplines of history, philosophy, and sociology, students examine the role of these areas in shaping and determining contemporary practices in health and physical education. Students learn that personal and contextual factors, together with individual and group actions, shape health, wellbeing, safety and participation in physical activity. Students develop their understandings through the application and critique of historical and contemporary practices within health and physical education."
EDF1172,Biophysical and behavioural foundations of health and physical education,Faculty of Education,"[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,,,1,"This unit introduces students to the biophysical and behavioural foundations of health and physical education. Students learn about the major biophysical sub-disciplines including functional human anatomy, exercise physiology, nutrition and behavioural psychology. They explore the role these have played in shaping contemporary practices within the health and physical education discipline. Students learn how the biophysical elements interact with social, cultural and environmental factors to influence healthy and physically active lives. Students develop their understanding of the discipline areas through the application and critique of practice aimed to optimise individual potential for health and wellbeing, and the building of healthy, active communities."
EDF1174,Foundations of outdoor education and environmental studies,Faculty of Education,"[[['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,,,2,"This unit introduces students to the historical, philosophical and experiential foundations of human participation in outdoor environments through the discipline of outdoor education and environmental studies. This has developed as a unique discipline that studies how humans experience, interact with and have an impact on outdoor environments. It includes an examination of the significance of such experiences to individuals and communities and the consequences that follow for outdoor environments. Specifically, the unit presents a case study of how Australian environments have evolved and how human cultures, both Aboriginal and Torres Strait Islander and settler, have accessed, utilised, explored, exploited, managed and conserved these environments through time. In addition, students develop their understanding of current threats, e.g. resource extraction, climate change and recreational pressures, to the ecological integrity of these environments."
EDF1175,Ways of knowing outdoor environments,Faculty of Education,"[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,,,2,"This unit explores the ways that people develop knowledge and understanding in and of outdoor environments. These include geographical, scientific, aesthetic, spiritual and narrative ways of knowing. Students examine environmental land use history for particular Australian environments (inland rivers, floodplain forests and grasslands) in order to understand how different ways of knowing contribute to the attitudes and actions of Aboriginal and Torres Strait Islander and settler Australians, and how these groups have impacted upon and modified these environments. Students consider the connections between various types of land use and environmental impacts in local, regional, national and global environmental contexts."
EDF1205,English education 1,Faculty of Education,"[[['Clayton'], ['Second semester 2017 (Day)']], [['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,,,1,"This unit introduces students to the complexities involved in teaching English and literacy, and in developing theoretical perspectives on learning and teaching in the field. Students develop their own discipline knowledge of English. They are encouraged to research changing practices in the teaching of English, critically reflect on their own beliefs and teaching practices, and develop a robust theoretical perspective on the learning and teaching of literacy for a diverse range of learners. They focus on the range of ways children encounter and use symbol systems while exploring their diverse everyday worlds and building their literacy skills. Students develop understanding of relevant local and national English curriculum for schools, and the interrelated strands of language, literature and literacy."
EDF1206,Mathematics education 1,Faculty of Education,"[[['Clayton'], ['First semester 2017 (Day)']], [['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,, EDF1204EDF1307,1,"This unit develops students' knowledge of the discipline of mathematics, content, concepts, skills and attitudes relevant to the effective teaching and learning of mathematics from Foundation to Year 8. Students build their capacity to apply teaching strategies to identify and address common misconceptions children have with numbers (including fraction and decimal numbers), plan and sequence lessons to maximise learning for children of varying abilities, and explore how learning can be facilitated through the effective use of digital technologies. Students also investigate and critique a range of teaching resources and reflect on their own engagement with mathematical tasks."
EDF1303,Understanding learning and learners,Faculty of Education,"[[['Clayton'], ['First semester 2017 (Day)']], [['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,Enrolment in a Faculty of Education course,EDF1301,1,"This unit introduces contemporary learning theories that enable students to reflect on their own learning experiences in order to understand how others learn. From the perspective of broader educational settings (school, community, early childhood settings, home), the important questions of what learning is, how and why learning occurs, what quality learning might be and what influences learning, are discussed and reflected upon. Through examination of different theoretical perspectives and contexts, this unit focuses on building an understanding of what can influence learning and offers skill building in academic learning. Ideas closely associated with learning, including motivation, engagement and ability are also considered. The unit encourages students to begin constructing deep knowledge about the relationship between learning and educational inquiry."
EDF1304,Understanding teaching for learning,Faculty of Education,"[[['Clayton'], ['Second semester 2017 (Day)']], [['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,EDF1303,EDF1302,1,"This unit builds on the focus in EDF1303 (Understanding learning and learners) to introduce contemporary approaches to teaching and their impact on learning. It enables students to demonstrate an understanding of curriculum and its role in teaching and learning in educational settings. Students are facilitated to demonstrate knowledge and skills in a range of teaching strategies including effective teaching models and assessment strategies that promote learning. Students develop knowledge and skills to engage in meaningful and respectful relationships with learners, their families and communities, in order to support learning."
EDF1551,Foundation to inclusive education,Faculty of Education,"[[['Clayton'], ['First semester 2017 (Day)']]]",6,0.125,,,1,"This introductory unit lays the foundation for studies of Inclusive Education and the subsequent units in this discipline stream. The unit develops pre-service teachers' capacity to demonstrate knowledge and understanding of strategies for differentiating teaching to meet the specific learning needs of students across the full range of abilities, to maximise their learning and participation in schooling. They explore  key issues related to the education of diverse learners including those who may be disadvantaged because of social and/or personal circumstances. These students may experience exclusion and/or lack of opportunities for success in schooling because of  disabilities, ethnicity, gender, socio economic disadvantage, chronic health conditions and/or a range of other circumstances. In the unit students visit and build understanding of  various learning settings in which diverse learners are educated. Students explore  policies, legislation and research on  inclusive education practice in Victoria, Australia and worldwide, to inform their ability to show evidence of understanding the complexities of inclusive education."
EDF1552,Using assessment to respond to diversity across the school years,Faculty of Education,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,,,1,"This introductory unit develops pre-service teachers' knowledge and understanding of assessment of the learning environment and diverse students' learning needs across the school years. An important aspect of teaching learners with diverse needs is to understand the learner well. Students learn the practical assessment processes of gathering and interpreting information for use by learners and their teachers, to decide where the learners are in their learning progression, what impacts on progress, and what strategies can maximise their learning. The focus of this unit is on assessment for learning as well as assessment of learning. Assessment for learning involves self-reflection and self-assessment, feedback and strategies that allow teachers to make better learning and teaching decisions. The unit develops pre-service teachers' own understanding of how their learning is taking place and how it can be developed. In addition, the unit develops understanding of assessment strategies, including informal and formal, diagnostic, formative and summative approaches to assess student learning, moderation processes and the use of information and communication technologies in learning and assessment"
EDF2005,"Professional responsibilities, practice and relationships",Faculty of Education,"[[['Clayton'], ['First semester 2017 (Day)']], [['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125, EDF1303EDF1304,EDF2002,1,"This unit builds on students' initial education studies to further develop and practise their knowledge and skills in planning for teaching, collaborating with peers and building positive and productive classroom environments. One focus is on understanding the professional responsibilities teachers have with respect to developing their practice, and building and sustaining educational relationships with students, professional colleagues, administrators, parents and members of the community in diverse educational settings. Another focus is developing and applying the practical teaching knowledge and skills students are acquiring in their course and during professional experience. Unit learning and assessment tasks require students to engage with contemporary issues in teaching, to develop a critical position on these issues, and to consider the practical applications of this position in their teaching practice now and into the future."
EDF2006,Education priorities,Faculty of Education,"[[['Clayton'], ['First semester 2017 (Day)']], [['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,Successful completion of at least 12 credit points of education units,,1,"In this unit students develop their knowledge and understanding of key priorities in education connected to their various education contexts, the Australian Curriculum and expectations of the Australian Professional Standards for Teachers. The unit includes exploration of cross-curriculum priorities including Asia and Australia's engagement with Asia, education for sustainability, and Aboriginal and Torres Strait Islander peoples, histories and cultures. Through a range of research and inquiry-based methodologies, and through investigations of exemplars of teaching and learning in schools in local and global contexts, students build their understanding of professional practice and education priorities. Students learn how to develop strategies for teaching diverse learners including Aboriginal and Torres Strait Islander students. The unit also focuses on how to implement the critical areas of literacy, numeracy and the use of information and communication technologies (ICTs) in schools."
EDF2007,Adolescent development and learning,Faculty of Education,"[[['Clayton'], ['Second semester 2017 (Day)']], [['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,EDF2005,EDF3006,1,"This unit focuses on significant aspects of adolescent development and the implications for teachers. Students further their understanding of psychological research into adolescent development and are encouraged to develop critical perspectives in this field. The unit considers psychological, motivational, social, cognitive, biological and sociocultural perspectives of adolescent development and learning. Students inquire into interpersonal and teaching strategies for teaching and learning with adolescents based on contemporary knowledge of adolescent development."
EDF2008,Becoming a specialist teacher,Faculty of Education,"[[['Clayton'], ['Second semester 2017 (Day)']]]",6,0.125,Successful completion of at least 12 credit points of education units,,1,"This unit examines the concept and process of becoming a specialist teacher. It focuses on the identity, knowledge, practices and professional learning of a teacher with expertise grounded in a particular disciplinary tradition. Using different frameworks to explore the nature of disciplinary knowledge, the unit enables students to think critically and creatively about the relationship between their developing disciplinary knowledge and their emerging work as specialist teachers. Students examine how the curriculum organises and represents knowledge in ways that are both specialised and interdisciplinary. They explore how teachers help students develop knowledge, capabilities and skills both within and beyond subject specialism boundaries in ways that meet the needs of a diverse range of students in an ever-changing world. Students develop broad knowledge and understanding of legislative requirements and teaching strategies that support participation and learning of students with disabilities. The unit provides a range of conceptual and practical ideas and resources from which students can build further understandings and capacities in their ongoing professional learning as specialist teachers."
EDF2020,English and literacies 1,Faculty of Education,"[[['Clayton'], ['Second semester 2017 (Day)']], [['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,,,1,"This unit is the first of two that develop students' understanding of English and literacies learning in the Victorian and Australian curriculum. This unit focuses on the range of ways children encounter and use literacy in a diverse social, cultural and technological world. It introduces conceptual frameworks for understanding and critiquing the processes of how children learn about literacy. Students explore the importance of translating home and community learning into various institutional settings and vice versa. The teaching of literacy is examined from a number of current theoretical perspectives, and students develop appropriate pedagogical practices that support children's literacy learning. With a particular focus on the early years, the unit explores effective pedagogies to enhance children's oral language, reading, writing and visual literacies, taking into account issues related to information and communication technology."
EDF2021,Mathematics and numeracy 1,Faculty of Education,"[[['Clayton'], ['First semester 2017 (Day)']], [['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,,,1,"This unit develops students' understanding of research and contemporary pedagogical practices in the teaching and learning of primary school mathematics. It particularly focuses on children's mathematical development in the early years of school including early number concepts, written and mental computation, estimation, measurement and geometry. Students also explore the importance of translating home and community learning into school-based practice. The teaching of mathematics and numeracy are examined from a number of current theoretical perspectives, and students develop appropriate practices that are in line with local and Australian curriculum support that they can implement in their teaching in schools."
EDF2028,"Health, wellbeing and social learning in primary contexts",Faculty of Education,"[[['Peninsula'], ['First semester 2017 (Day)']]]",6,0.125,,,1,"This unit explores the complex nature of learners' health, wellbeing and social learning from the perspectives of the pre-service learners themselves and through an examination of the role that primary schools play in promoting children's health and wellbeing. Students explore factors that shape health, wellbeing and social learning. They engage with current public health, wellbeing and curriculum policy and apply their understandings to school program development."
EDF2029,Active citizenship and community connections: Local and global,Faculty of Education,"[[['Peninsula'], ['Second semester 2017 (Day)']]]",6,0.125,,,1,"This unit develops students' understandings of active citizenship and community connections in local and global spheres, since this learning for children is part of the nationally agreed goals for schools and is a subject in the Australian Curriculum. Students explore what young people need to learn and be able to do in order to become active and informed citizens in Australia and globally, including how communities function, how civic processes work and how they can participate in community activities. They examine exemplars of how theme-based or integrated learning is used in primary schools to develop children's knowledge, understanding and capacities to be involved in citizenship activities, including as part of the formal school curriculum, in wider whole-school programs and with links to community."
EDF2030,Contemporary child development theories and practices,Faculty of Education,"[[['Clayton'], ['First semester 2017 (Day)']], [['Peninsula'], ['First semester 2017 (Day)']], [[], ['Term 1 2017 (On-campus block of classes)']]]",6,0.125,,,1,"In this unit students develop understandings of a range of contemporary theories of child development and discuss development as a cultural and social process whereby development is always positioned in relation to what the child can do collaboratively. A diverse range of theoretical perspectives and theories, including developmental, sociocultural and post-structural, are explored in relation to how they are applied to the provision of education and care for children from birth to twelve years in their specific contexts. The unit explores new research in this field and students critically reflect on current practices in the light of this research to begin to develop their pedagogical leadership. Students apply their understanding of contemporary child development in early childhood settings to plan learning experiences showing the nexus between theory, teaching and development strategies that reflect contemporary curriculum frameworks."
EDF2031,Indigenous perspectives on teaching and learning,Faculty of Education,"[[['Berwick'], ['First semester 2017 (Day)']], [['Clayton'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [['Peninsula'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']], [[], ['Term 2 2017 (On-campus block of classes)']]]",6,0.125,,,1,"This unit explores local and global Indigenous perspectives on teaching and learning. It develops students' knowledge and understanding of Indigenous cultures with a particular focus on Aboriginal and Torres Strait Islander peoples. The unit considers Indigenous and other forms of education alongside the provision of mainstream schooling by nation states. Students develop their understanding of the impact of culture, cultural identity and linguistic background on the education of students from Aboriginal and Torres Strait Islander backgrounds. They explore and utilise education programs which have successfully engaged with learners from Indigenous and traditionally oriented societies and achieved improvements in their education outcomes. Students also develop broad knowledge, understanding and respect for Aboriginal and Torres Strait Islander peoples and their histories, cultures and languages, to meet expectations in the Australian Curriculum and the Australian Professional Standards for Teachers. They develop skills and insights into how to engage learners from Indigenous and traditional communities and create successful partnerships that improve academic outcomes and foster reconciliation."
