UnitCode,UnitName,Faculty,LocationAndTime,CreditPoints,EFTSL,Preqs,Proh,SCABand,Sypnosis
PAC3421,Integrated therapeutics: Respiratory and gastrointestinal disease,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['First semester 2017 (Day)']], [['Parkville'], ['First semester 2017 (Day)']]]",6,0.125, PAC2412 Integrated therapeutics: Introduction and cardiovascularPAC2182 Basis of drug action II,,2,"This unit provides a foundation of basic knowledge required for the diagnosis and management of patients with respiratory and gastrointestinal diseases. This unit will relate the pathophysiology of these disorders with the rational design and clinical use of drugs. The chemistry, pharmacology and clinical aspects of medications associated with each area are presented in detail in an integrated fashion.This will involve the study of: pathophysiology of respiratory diseases chemistry of drugs used in respiratory diseases pharmacology of drugs used in respiratory diseases respiratory disease state management pathophysiology of gastrointestinal diseases chemistry of drugs used in gastrointestinal diseases pharmacology of drugs used in gastrointestinal diseases gastrointestinal disease state management."
PAC3432,Integrated therapeutics: Infectious disease,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['Second semester 2017 (Day)']], [['Parkville'], ['Second semester 2017 (Day)']]]",6,0.125, PAC2412 Integrated Therapeutics: Introduction and cardiovascularPAC3191 Microbiology and immunology,,2,"The aim of this unit is to provide an introduction to disease state management and concepts common to a range of disease states and to provide an integrated foundation of basic knowledge of the chemistry, pharmacology and therapeutics required for the diagnosis and management of patients with infectious diseases. This unit also aims to develop students' generic skills in critical thinking, communication, problem-solving, leadership and working in teams."
PAC3512,Current aspects of pharmaceutical research,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['Second semester 2017 (Day)']], [['Parkville'], ['Second semester 2017 (Day)']]]",6,0.125, PAC2232PAC2412PAC2182,,2," The unit provides students with an experience in current aspects of research within the faculty and will provide students with an appreciation of the fundamentals of research philosophy and methodology.Students will undertake a literature research project addressing an issue/problem in the pharmaceutical sciences or pharmacy practice areas. (Please note: There is no guarantee that students will be placed in their preferred research area as places are limited.)This unit will expand the student's knowledge of research and enhance skills in information literacy, scientific writing and research. The unit is compatible with Monash University's goals for research lead teaching."
PAC3522,Applied research project,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['Summer semester A (starts November) 2017 (Day)']], [['Parkville'], ['Summer semester A (starts November) 2017 (Day)']]]",6,0.125, PAC3191PAC3241PAC3351PAC3421All third year units except the elective unit (students take this unit in the summer break between third and fourth year),,2, This unit will provide students with a preliminary training in research in pharmaceutical science or pharmacy practice within the faculty as well as provide the knowledge of research philosophy and approaches.Students will participate in a hands-on research project within the Monash Institute of Pharmaceutical Science (MIPS) or the Centre for Medicine Use and Safety (CMUS) under the supervision of an academic staff member. The project will enhance students' skills in all aspects of research.
PAC3542,Leadership,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['Second semester 2017 (Day)']]]",6,0.125,,,2,Many pharmacy graduates will be employed in positions where they will need to lead or supervise others or be leaders in introduction of new professional pharmacy services. An understanding of the principles of leadership and how to manage and implement change will therefore be important to effective professional practice. Students will develop and practice these skills through a range of team-based and individual activities and a group project.
PAC3552,Community engagement,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['Second semester 2017 (Day)']]]",6,0.125, PAC2331PAC2342,,2," The Community Engagement (CE) is a community-based project that offers our students an unrivalled opportunity to understand issues of social justice and equity and relate these to the practice of pharmacy. Empathy in this area is an essential part of good pharmacy practice. Through the completion of a community placement, our students have the opportunity to observe the outstanding human skills of multi-disciplinary teams in a community setting and be actively involved in the work of the host agency. Through the project, students have a specific opportunity to explore community responses to social justice issues; reflect upon their own attitudes and behaviours; and relate these to an evolving understanding of the relationship between medicine, pharmacy, healthcare professionalism and social justice. The project requires students to consider their own knowledge, values and skills in relation to the impact of political, social, and economic determinants on people's lives. It will allow students to better understand the use of contemporary approaches in service delivery, and it will also serve as an opportunity to explore alternative strategies to health and well-being of their patients in their future practice.The project provides students with an opportunity to gain a unique learning experience off-campus, based within a community organisation involved in the provision of clinical, health and social care to needy individuals (see Appendix A for list of organisations). Practical involvement with their community-based placements provide an opportunity for students to understand what these organisations do, why they need to do so and how they serve individuals, families and communities. This community-centred approach will allow pharmacy students to experience health and social care issues at a grassroots level.Students will undertake a group project in their community placement under guidance of academic convenors (AA) from Monash University and field educator (FE) from the organisations involved. Both AA and FE will provide support, guidance and manage academic progress of the students' projects They will also assist students during the planning and implementation of the projects. The students will also develop skills in communicating their project work orally, visually, and in written form to fellow students, faculty, and community groups or organisations with whom they will be working. The knowledge and skills gained through the lectures and workshops, as well as through readings will be applied in the real world during the conduct of these projects."
PAC4261,Drug delivery and development,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['First semester 2017 (Day)']], [['Parkville'], ['First semester 2017 (Day)']]]",6,0.125, PAC3241PAC3252,,2," This unit will provide students with a detailed understanding of the specific biopharmaceutical and formulation considerations for non-oral drug delivery routes, including transdermal, pulmonary, nasal, buccal, rectal, vaginal, ocular, intramuscular and subcutaneous. The unit will also address advanced oral drug delivery technologies and targeted drug delivery systems.The unit will provide students with an opportunity to apply their knowledge of pharmaceutics and further develop skills in evaluating scientific literature and preparing professional written reports.The unit will explain the drug development process for novel therapeutic agents and generic drugs. These processes will be illustrated through the presentation of several case studies. Case studies will also be presented to highlight the importance of good manufacturing practices and quality assurance in the pharmaceutical industry."
PAC4371,Professional experience placement program,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['First semester 2017 (Day)']], [['Parkville'], ['First semester 2017 (Day)']]]",6,0.125, PAC3351PAC3362.Students must take PAC4371 in their final year of study and must only be enrolled in fourth year units to ensure there are no clashes with placements.,,2,To enhance students' knowledge and understanding of a range of topics relevant to the practice of pharmacy; to further develop skills in communication and problem solving; and to provide the opportunity for students to apply their knowledge and skills under supervision in various practice settings through the Professional Experience Placement (PEP) Program.
PAC4382,Context for practice III,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['Second semester 2017 (Day)']], [['Parkville'], ['Second semester 2017 (Day)']]]",6,0.125, PAC3351PAC3362PAC4371(Note: the result for PAC4371 may be WH but students must have completed at least three Practical Experience Placements.),,2," The aim of this unit is to further prepare students for practice as pharmacists.This unit builds particularly on the third year units of the Pharmacy Practice stream (PAC3351, PAC3362) and the Professional Experience Placement program (PAC4371)."
PAC4441,Integrated therapeutics: Endocrinology and renal,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['First semester 2017 (Day)']], [['Parkville'], ['First semester 2017 (Day)']]]",6,0.125,,,2," This unit will provide an understanding of the pathophysiology, pharmacotherapy and management of various endocrine conditions and renal disease. Specifically, the unit will cover the hypothalamic-pituitary-adrenal (HPA) axis, thyroid, parathyroid and adrenocortical dysfunction, diabetes, men's and women's health and acute, chronic and drug-induced renal disease. Students will perform a number of tasks which will foster the development of critical thinking and oral and written communication skills.Drug therapy principles for the aforementioned conditions and patient groups will be emphasised enabling students to acquire the skills necessary to provide clinical pharmacy services within these areas."
PAC4451,Integrated therapeutics: Dermatology and pain,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['First semester 2017 (Day)']], [['Parkville'], ['First semester 2017 (Day)']]]",6,0.125,,,2,"This unit aims to provide the foundations for the: Management of dermatological conditions to ensure optimal treatment for patients. Management of pain arising from a variety of sources and to ensure optimal treatment for patients Management of musculoskeletal disorders - rheumatoid arthritis, osteoarthritis arthritis and gout.The unit also integrates detailed information concerning chemistry and pharmacology with the clinical aspects of medications associated with dermatology, pain management and various musculoskeletal disorders.Drug therapy principles for particular conditions and patient groups will be emphasized enabling students to acquire the skills necessary to provide clinical pharmacy services within these areas.Students will perform a number of tasks that will help foster the development of critical thinking and oral and written communication skills, leadership and teamwork."
PAC4462,Integrated therapeutics: Neurology and oncology,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['Second semester 2017 (Day)']], [['Parkville'], ['Second semester 2017 (Day)']]]",6,0.125,PAC4451,,2," This unit aims to lay a foundation of knowledge about diseases and disorders in neurology and oncology and to provide the relationship between pathophysiology and the rational design and use of drugs in the management of conditions of this type.The chemistry, pharmacology and clinical aspects of medications associated with each area are presented in detail in an integrated fashion.Drug therapy principles for particular conditions and patient groups will be emphasised enabling students to acquire the skills necessary to provide clinical pharmacy services within these areas.Specifically the unit will cover epilepsy, migraine, multiple sclerosis, Parkinson's disease, stroke and a range of common malignancies such as breast cancer, prostate cancer, bowel cancer, skin cancer, leukaemia, lung cancer, etc.It will also deal with principles of palliative care and management of patients at the end of life.Students will perform a number of tasks which will help with the development of critical thinking skills and oral and/or written communication skills."
PAC4472,Integrated therapeutics: Mental Health,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['Second semester 2017 (Day)']], [['Parkville'], ['Second semester 2017 (Day)']]]",6,0.125,,,2,"This unit covers the principles of the: Management of mental health disorders to ensure optimal treatment for patients Chemistry, pharmacology and clinical aspects of medications used for mental health disorders. These as well as pathophysiology of mental health disorders are presented in an integrated fashion Necessary skills required for the provision of pharmacy services in mental health"
PAC4482,Preparation for practice,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Malaysia'], ['Second semester 2017 (Day)']], [['Parkville'], ['Second semester 2017 (Day)']]]",6,0.125, PAC3421PAC3432PAC4441PAC4451,,2,"This unit builds on the knowledge and skills developed in the BPharm courseThis unit is predominantly conducted through group project work to provide the necessary skills for Continued Profession Development, improve oral and written communication and literature search and evaluation skills. It includes an online discussion group to manage complex patient issues and to familiarise students with the teaching methods utilised in the Monash Intern Training Program. Students will perform a number of tasks which will help with the development and assessment of communication skills, critical thinking skills and develop their skills in decision-making and case-presentation.The unit comprises three activities: Activity 1: Literature review of assigned topics. This will include a literature review and presentation completed in small groups. Activity 2: Complex patient care. This will consist of one 3 week moderated discussion group blocks. Activity 3: Integrated Objective Structured Clinical Examination (OSCE)"
PGC5005,Journal club,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['Second semester 2017 (', 'Off-campus', ')']]]",3,0.0625,PGC5001 (VCG5011),PGC6005 (VCG6012),2,"This unit will require each student to present two Journal clubs to the class, following the guidelines introduced in PGC5001 (Evidence based practice). Journal articles for reviews will be clinical trials of therapy and will be assessed according to their validity, importance and applicability. This assessment will incorporate a description of the study design and standard of reporting. Students will be required to present an education session at their workplace on the topic of critical appraisal, run a journal club for their colleagues, and reflect on the experience."
PGC5006,Speciality clinical placement,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['First semester 2017 (', 'Off-campus block of classes', ')', 'Second semester 2017 (', 'Off-campus block of classes', ')']]]",3,0.0625,,PGC6006 (VCG6011),2," This unit provides students with the opportunity to develop their knowledge and skills in an area of specialty practice. It allows them to model their behaviour to provide clinical pharmacy services at a high level, and to become an important member of the healthcare team in a specialty environment.The student will also put into practice the knowledge and skills learned in Evidence based practice, Clinical pharmacology, Introduction to epidemiology & biostatistics, and Patient data and pharmacotherapy 1 and 2. Students will present a number of case studies highlighting the pharmacist's role in patient management, and the application of evidence based practice."
PGC5007,Introduction to clinical research,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['Second semester 2017 (', 'Off-campus', ')']]]",3,0.0625," MPH5020 (ECX9720), PGC5001 (VCG5011)Master of Clinical Pharmacy and Master of Wound Care students must have achieved a minimum grade of 65% in both prerequisites.Master of Wound Care students must have also successfully completed PGW5101 (PGW1101, VCW1101), PGW5102 (PGW1102, VCW1102), PGW5103 (PGW1103, VCW1103), PGW5104 (PGW1104, VCW1104), PGW5105 (PGW1105, VCW1105), PGW5106 (VCW1106), PGW5108 (VCW1108), PGW5127 (VCW1127)","PGC6007 (VCG6013), PGW5124 (PGW6124, VCW1124) and PGW5128 (PGW6128, VCW1128)",2,"This unit will enable students to develop their skills in performing practice based research. Content will cover topics such as: performing practice based research, writing project/grant proposals and ethics submissions, qualitative versus quantitative research, managing and analysing data. Students enrolled in the Master of Clinical Pharmacy or Master of Wound Care (who are completing this unit as a prerequisite for PGC5008 and PGC5009) will receive detailed information regarding the allocation and roles of supervisors at the University and workplace, as well as the expectations for this series of units."
PGC5009,Clinical research 3,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['Second semester 2017 (', 'Off-campus', ')']]]",3,0.0625,"PGC5007 (PGC6007, VCG6013), PGC5008 (PGC6008, VCG6021)","PGC6009 (VCG6023), PGW6128 (VCW1128)",2,"This unit is a natural progression from PGC5008 and will allow students to further consolidate their research skills. Emphasis is on data analysis, drawing conclusions from the research, and development of the final research report. The final report will involve a verbal presentation of the entire project, and submission of a written report."
PGC5101,Evidence based practice,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['First semester 2017 (', 'Off-campus', ')', 'Second semester 2017 (', 'Off-campus', ')']]]",6,0.125,,PGC5001,2," This unit will provide students with theoretical information on evidence-based practice as well as the skills to incorporate evidence-based medicine into their clinical practice. Topics will include: formulation of clinical questions, searching the literature for best evidence, evaluating the evidence, and applying the evidence in patient care.Prescribed textGuyatt G, Rennie D, eds. Users' Guides to the Medical Literature. Essentials of evidence-based clinical practice (3rd Edition) McGraw-Hill Professional, 2015."
PGC5102,Patient data and pharmacotherapy 1,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['First semester 2017 (', 'Off-campus', ')', 'Second semester 2017 (', 'Off-campus', ')']]]",6,0.125,PGC5101 (PGC5001),PGC5002,2,"This unit examines aspects of clinical laboratory data, monitoring patient signs and symptoms and issues in therapeutics. Areas covered include pharmacokinetics, clinical pharmacy, cardiology and topics in general medicine.  The focus of these topics is patient care in both hospital and community settings. Students must be practicing pharmacists in positions with patient contact. To undertake this unit students are required to contribute their own cases."
PGC5103,Patient data and pharmacotherapy 2,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['First semester 2017 (', 'Off-campus', ')']]]",6,0.125,PGC5102 (PGC5002). Students are also required to be working in an Australian or a New Zealand hospital clinical setting. Other applicants must contact the course director.,PGC5003 (PGC6003),2,"This unit examines aspects of clinical laboratory data, monitoring patient signs and symptoms and issues in therapeutics. Areas covered include mental health, infectious diseases and topics in general medicine. The focus of these topics is acute care; cases will be hospital rather than community based. Students must be working in a clinical position to undertake this unit and will be required to contribute their own cases."
PGC5104,Patient data and pharmacotherapy 3,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['Second semester 2017 (', 'Off-campus', ')']]]",6,0.125,PGC5103 (PGC5003). Students are also required to be working in an Australian or New Zealand hospital clinical setting. Other applicants must contact the course director.,PGC5004 (PGC6004),2,"This unit examines aspects of clinical laboratory data, monitoring patient signs and symptoms and issues in therapeutics. Areas covered are: oncology, emergency medicine, critical care & nephrology. The focus of these topics is acute care; cases will be hospital rather than community based. Students must be working in a clinical position to undertake this unit and will be required to contribute their own cases."
PGC5107,Introduction to clinical research,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['Second semester 2017 (', 'Off-campus', ')']]]",6,0.125,"MPH5020 (ECX9720), PGC5101 (PGC5001). Master of Clinical Pharmacy and Master of Wound Care students must have achieved a minimum mark of 65% in both prerequisites.","PGC5007 (PGC6007), PGW5124 (PGW6124), PGW5128 (PGW6128)",2,"This unit will enable students to develop their skills in performing practice based research. Content will cover topics such as: performing practice based research, writing project/grant proposals and ethics submissions, qualitative versus quantitative research, managing and analysing data. Students enrolled in the Master of Clinical Pharmacy or Master of Wound Care (who are completing this unit as a prerequisite for PGC5108 and PGC5109) will receive detailed information regarding the allocation and roles of supervisors at the University and workplace, as well as the expectations for this series of units."
PGC5108,Clinical research 2,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['First semester 2017 (', 'Off-campus', ')']]]",6,0.125,"PGC5107 (PGC5007, PGC6007)","PGC5008 (PGC6008), PGW5124 (PGW6124), PGW5128 (PGW6128)",2,This unit will enable students to consolidate their skills in performing practice based research. There will be limited didactic lectures with the majority of time allocated to collection of data consistent with the methodology developed in Introduction to clinical research. The research project will be completed in Clinical research 3.
PGC5109,Clinical research 3,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['Second semester 2017 (', 'Off-campus', ')']]]",6,0.125,PGC5108 (PGC5008),PGC5009 (PGC6009),2,"This unit is a natural progression from PGC5108 and will allow students to further consolidate their research skills. Emphasis is on data analysis, drawing conclusions from the research, and development of the final research report. The final report will involve a verbal presentation of the entire project, and submission of a written report."
PGC5110,Infectious diseases pharmacotherapy,Faculty of Pharmacy and Pharmaceutical Sciences,"[[['Parkville'], ['First semester 2017 (', 'Off-campus', ')', 'Second semester 2017 (', 'Off-campus', ')']]]",6,0.125,There are no prerequisites however it is preferable for students to have completed PGC5101 Evidence based practice prior to enrolling into this unit.," PGC5010, PGC5003This unit cannot be taken with PGC5103 Patient data and pharmacotherapy 2 without prior approval from the Course Director as there is significant overlap in content.",2,"This unit will provide a broad overview or introduction to the treatment and management of infectious diseases. The focus will be on common infections seen in community and hospital settings, principles of microbiology and infectious diseases, antimicrobial use, and antimicrobial stewardship. The broad unit objectives are for students to develop and apply infectious diseases and antimicrobial use knowledge and skills in the care of patients, especially those with infections. These may be patients in the community or hospital settings. The knowledge and skills developed will be at a general level rather than at the level required for a specialist infectious diseases pharmacist."
